EID,LSCOUNT,LAWAMOUNT
461592,2,0
461802,1,16800
461805,2,5553200
462050,2,12858800
462065,1,46200
462562,1,45900
462615,2,493800
462669,2,0
462725,1,6400
462814,1,3202000
462955,4,146600
463007,1,468200
463122,3,20234300
463198,3,37600
463418,15,641200
463459,1,1150000
463691,1,695000
463843,1,1597800
463969,1,3568300
464057,1,15200
464125,2,880800
464176,2,616000
464222,1,56337400
464287,48,156636300
464308,182,4515800
464888,2,72000
465046,2,9993500
465051,24,497156700
465229,25,18534700
465361,1,212700
465370,3,117700
465525,4,52200
465627,3,55400
465690,22,1471200
465692,1,252900
465822,3,2553000
465904,1,80700
466007,8,6301000
466118,2,29200
466399,1,60000
466657,1,24700
466989,2,777200
467055,1,0
467209,2,182600
467266,1,15200
467268,5,683400
467566,3,166400
467586,3,29897000
467813,1,7500
467814,4,58200
467876,2,589000
468138,2,311600
468333,3,170000
468379,1,150000
468415,1,2300
468540,1,0
468607,2,0
468629,1,24200
468659,6,31200
468677,5,38800
468734,2,0
468888,3,55700
469097,1,1200000
469173,9,77400
469211,2,1100000
469220,6,0
469289,1,0
469453,3,6651600
469759,1,464800
469802,6,10636900
469849,1,104200
469852,2,8100
469934,1,0
470217,3,96000
470313,1,4328900
470396,5,727900
470490,3,245700
470499,38,30880100
470549,1,31400
470553,1,4600
470810,1,265000
470820,3,24222000
470947,2,34200
470969,2,2651200
471075,1,6900
471239,4,4454000
471265,1,13200
471454,3,20700
471517,3,245700
471540,1,240000
471646,1,24000
471781,1,4000
471847,2,109600
472033,2,1492600
472132,2,61600
472182,1,292600
472338,1,3200
472354,2,3015200
472551,1,22900
472606,2,21300
472630,2,47800
472666,2,33000
472692,22,279600
472751,1,0
472759,1,42500
472782,2,10131000
472816,2,128000000
472859,1,67300
472921,2,940800
472956,2,60600
473107,1,7707900
473133,9,1257200
473152,1,0
473328,2,382200
473331,1,16200
473377,2,0
473394,1,490000
473399,2,569200
473446,1,36900
473456,8,935100
473462,1,350000
473575,2,0
473617,7,18885100
473726,1,1545400
473736,1,735200
473750,1,0
473895,6,176100
473947,5,552800
473977,1,5200
474072,1,86600
474094,1,10000
474118,1,55000
474463,4,75800
474480,2,160000000
474487,3,4243500
474584,23,358000
474651,1,700000
474753,1,35600
474788,1,800
474796,1,13800
474981,1,681900
475117,1,590800
475495,3,30000
475535,3,49100
475816,5,1666000
475839,1,55900
476005,2,24600
476018,2,17129000
476076,1,26000
476115,3,308800
476127,3,149000
476199,1,6600
476587,2,680200
476681,6,2914800
476827,1,3000
476899,5,1320800
476941,1,92600
476950,2,62600
476972,1,40247400
477329,2,703800
477352,1,10400
477503,3,0
477592,1,27000
477731,1,8800
477849,2,6000
477918,1,6000
478045,3,35700
478055,5,35208000
478065,3,92600
478104,2,399600
478480,1,224300
478492,1,400
478539,1,35400
478581,2,177200
478685,7,10221000
478721,1,2500000
478905,3,403400
478963,1,12900
479020,4,12000
479121,1,20000000
479224,3,40600
479246,1,26600
479268,9,74400
479429,2,55500
479760,4,30086400
479871,1,381300
479900,1,57400
479903,2,119200
479945,2,8820600
480033,1,4760100
480123,2,5750200
480126,1,111600
480165,1,1130200
480258,7,548700
480307,1,39200
480497,1,50000
480653,1,279400
480881,1,85100
480963,1,9800
481205,1,0
481302,5,7200
481581,4,1152200
481622,1,18324000
481726,2,39800
481799,1,198100
481834,2,30000
481893,1,198900
481923,1,558000
482009,1,658800
482042,4,163100
482054,4,28400
482056,1,0
482247,2,330000
482256,11,833400
482310,2,3284100
482329,1,20000
482351,53,283323000
482357,2,662800
482409,1,12500
482424,2,20200
482455,6,629100
482536,9,82200
482594,4,2887400
482617,5,3551100
482635,1,1220900
482798,2,8000
482806,2,93400
482938,1,3600000
482945,1,48100
482989,1,10000
483070,2,74400
483110,1,6000
483214,2,51000
483240,3,1561500
483307,1,0
483429,2,17000
483517,3,531000
483598,15,967600
483784,1,2588900
483849,1,50000
484057,4,199600
484152,1,33300
484212,70,18207800
484445,9,470200
484482,11,150500
484573,7,92100
484614,2,1004700
484681,2,8200
484752,2,14000
484783,1,185400
484887,1,177100
484968,2,146000
484987,2,23300
485009,2,30000
485058,1,350000
485234,1,12000
485652,1,2301300
485668,2,4872500
485755,2,304200
485836,1,3400
485841,2,101300
485897,2,3654600
486136,2,11700
486211,10,368300
486373,1,400
486404,2,88600
486683,1,109700
486712,1,1425000
486782,2,218000
486830,1,10500
486834,3,1281400
486862,5,1090600
486997,1,155400
487095,4,1067900
487128,18,1843600
487286,3,2536000
487328,1,1100000
487516,1,6190300
487941,1,0
488111,3,134400
488215,2,29200
488243,19,85500000
488258,4,9200
488371,2,345200
488661,3,6506400
488851,2,146600
488883,2,146400
489025,1,30400
489124,1,11200
489209,2,11756100
489367,1,7800
489394,3,1563900
489489,3,108100
489497,3,86400
489528,1,17800
489530,1,2060900
489543,1,20571200
489594,2,317300
489746,1,143400
489816,9,15501200
490105,5,252747000
490117,1,55700
490131,79,675000
490186,2,0
490373,3,100600
490497,1,800
490788,1,5900
490864,1,100000
490902,3,146100
490963,2,578800
491129,1,2000
491158,2,51400
491230,2,206200
491250,2,12200
491343,1,100
491360,2,55500
491409,6,659800
491608,3,2640800
491614,2,20000
491857,1,7100
491971,6,259000
492076,1,110000
492184,1,102700
492225,1,9900
492244,1,21000
492306,1,84600
492308,2,1500200
492404,1,17000
492405,1,33600
492794,3,108151000
492804,1,0
492941,1,16400
492966,1,755700
492995,3,129400
493110,16,571572500
493244,1,2800
493348,2,208200
493452,1,96000
493512,1,129100
493587,8,816000
493624,1,10800
493729,2,1800000
493845,5,54300
493925,1,12000
493952,1,65100
494055,1,30000
494063,1,7100
494324,1,147000
494584,1,185200
494729,197,125680400
494818,1,21200
495013,1,9700
495038,4,243200
495106,1,37800
495117,1,600000
495217,1,0
495378,2,42600
495554,2,22800
495568,1,0
495607,2,101600
495735,2,645600
495897,13,23688800
495918,1,112300
496041,1,33200
496203,4,337900
496260,3,60000
496387,2,76200
496443,2,2400000
496517,1,7400
496593,2,6327000
496623,1,502400
496727,1,506300
496887,1,20000
496902,1,200
497001,14,101300
497097,1,100300
497128,2,100600
497129,6,434200
497166,2,14800
497298,1,52000
497428,1,2709700
497533,1,150000
497615,5,15779300
497659,6,115200
497704,1,700500
497826,6,396700
497881,1,142400
497889,2,659800
497919,1,107600
498021,1,35000
498263,4,25500
498500,1,744000
498653,1,42000
498695,1,301400
498733,1,210000
498821,1,48900
498826,2,1020000
498941,3,118000
499159,2,1917400
499174,6,567000
499216,1,65000
499277,1,1300
499295,1,800
499352,1,133800
499359,1,450000
499586,47,900100
499635,1,211900
499776,2,1698800
500074,1,1006900
500129,1,73700
500150,7,16961600
500166,1,15000
500200,1,145000
500214,5,111300
500332,3,45500
500362,1,11400
500422,2,22800
500535,2,26000
500569,2,253000
500794,2,46400
500850,1,0
500939,1,31300
501045,3,35700
501063,2,930000
501089,6,3934900
501090,4,2143100
501267,3,45900
501310,1,3900
501351,1,92200
501357,1,66600
501384,2,336800
501418,15,527090900
501492,1,12000
501614,2,13500
501644,2,1380400
501771,2,15900
501772,1,377100
501986,1,4200
502058,6,1353800
502364,4,6400
502421,3,400000800
502439,41,0
502529,2,1161000
502739,11,282500
502884,1,4700
502929,7,3545200
502944,1,11300
502949,1,91000
503132,1,5300
503319,1,6400
503348,1,2900
503355,1,355900
503462,1,6400
503515,1,35100
503535,1,70000
503720,1,0
503838,4,38400
503849,1,1733500
503918,5,142000
504009,4,4025500
504016,2,0
504043,3,1306300
504310,3,565300
504340,1,50000
504426,1,70600
504449,1,2282200
504558,2,547800
504587,1,31500
504591,1,176200
504634,2,0
504709,2,700200
504949,1,110300
505096,2,1080400
505124,1,2200
505222,49,21343900
505226,2,7229800
505277,1,98300
505302,2,40000
505462,1,6400
505469,2,93500
505470,2,4349600
505590,2,1000000
505625,1,0
505709,2,17800
505730,1,586800
505851,1,11332800
506091,1,8300
506148,1,798600
506216,3,6378300
506297,2,109000
506566,28,1752700
506595,1,122100
506678,2,20200
506955,2,1045400
506983,2,12053800
507062,1,21100
507210,1,17800
507254,4,114800
507383,2,21200
507493,2,12700
507565,5,211200
507569,1,97000
507587,1,25000
507597,2,724600
507716,1,400000
507764,4,29500
507801,6,291000
508086,1,197700
508114,24,2850600
508119,1,0
508236,3,9632000
508360,6,50000
508376,2,6800
508577,1,15000
508807,1,273700
508997,1,18200
509004,2,18900
509033,1,11800
509119,6,31200
509201,1,119800
509444,1,2375600
509563,3,110400
509611,4,388100
509648,1,31000
509681,2,73400
509731,1,3300
509817,2,260600
509866,2,16000
509942,2,106400
509943,33,178725700
510294,1,0
510402,3,76500
510480,2,15200
510516,4,52800
510558,2,90600
510586,3,59200
510750,10,68751000
511104,2,20000
511240,1,9700
511264,1,6600
511328,1,52000
511445,1,0
511470,1,794300
511484,4,224600
511497,1,10000
511595,5,102686700
511645,9,207300
511698,2,42742000
511711,2,95600
511796,4,884700
511905,1,41200
511918,1,232400
512061,4,6257700
512147,1,20000
512154,2,1116600
512216,5,40200
512339,3,52000
512447,4,1452900
512506,3,21300
512671,3,46700
512747,2,0
512990,1,5000
513015,1,18800
513017,1,15000
513102,1,210000
513217,5,7316900
513238,1,108800
513331,10,236800
513428,2,1000
513456,1,74600
513467,6,43200
513483,1,0
513506,1,11000
513627,1,0
513696,1,10800
513739,1,1802300
513862,1,11400
514028,1,3553400
514032,15,1261600
514087,7,265300
514370,1,25800
514379,6,63900
514419,13,56820900
514438,2,0
514544,1,50200
514640,1,9100
514727,1,15000
514904,1,356900
515036,1,13600
515162,2,170900
515344,20,324000
515433,4,1163800
515434,1,19000
515441,4,1570500
515442,2,16400
515476,1,15590600
515974,17,200400
516024,1,45100
516389,1,6100
516428,1,1300
516495,1,714800
516766,3,71300
516795,1,12300
516955,9,5786700
517638,1,11400
517775,3,915800
517799,1,770800
518226,3,1305300
518470,1,3150000
518487,1,83100
518623,2,10800
518844,3,89800
518852,1,32300
518922,4,186800
518975,2,200
518988,7,259400
519044,10,0
519208,1,8000
519302,1,158300
519303,1,9069600
519516,1,2909600
519547,3,75000
519582,1,2400
519596,2,10400
519649,3,1234800
519658,6,114600
519885,1,19900
519888,4,161800
519908,2,55200
519930,8,2545700
520090,1,6000
520356,1,9865300
520431,3,83400
520446,3,107000
520464,2,5000000
520809,2,1407800
520927,2,451500
520958,1,22200
520968,2,98400
520969,1,24700
520976,1,143500
521138,14,47562100
521141,1,56400
521184,2,105600
521339,3,1033200
521357,139,2647900
521469,1,51300
521643,2,2310200
521904,1,2600
521935,1,70900
521998,2,3400
522059,2,84800
522329,3,68300
522346,2,20000
522395,2,72500
522553,1,241800
522570,1,21600
522607,9,224300
522775,7,8030000
522854,2,0
522904,1,30000
523009,2,263000
523137,2,51200
523503,1,17700
523536,28,88600
523559,1,4200
523669,16,524388000
523675,2,0
523741,1,7900
523754,1,21400
523871,1,44600
524093,3,64800
524154,11,74000
524304,1,78800
524310,2,12200
524318,2,23200
524361,2,11280200
524540,1,7300
524611,1,55600
525044,2,13400
525053,1,18200
525129,1,0
525528,2,105600
525556,1,132200
525849,5,43773600
525850,3,180000
525910,1,2500000
525957,1,43300
526018,2,8500
526305,1,464400
