EID,WSIN,WSEND,BSIN,BSEND,INCOUNT,ENDCOUNT
386603,,,1,,1,
386620,,,3,,3,
386655,,,1,,1,
386672,1,,1,,2,
386686,1,,,,1,
386707,,,1,,1,
386732,,,1,,1,
386824,,,1,,1,
386861,,,1,,1,
386885,,,1,,1,
386907,11,,3,,14,
386931,,,1,1,1,1
386936,,,1,,1,
386940,,,1,,1,
386964,26,4,1,,27,4
387006,14,,4,,18,
387009,1,,,,1,
387112,4,3,1,,5,3
387192,,,1,,1,
387204,,,1,,1,
387206,,,1,,1,
387227,,,1,,1,
387235,1,,,,1,
387257,1,1,,,1,1
387279,,,2,,2,
387283,,,1,,1,
387290,1,,,,1,
387311,7,1,2,,9,1
387378,,,1,,1,
387380,,,1,,1,
387386,,,1,,1,
387387,1,,1,,2,
387397,,,5,,5,
387451,1,,2,,3,
387456,,,1,,1,
387534,,,1,,1,
387567,,,1,,1,
387575,,,1,,1,
387613,,,1,,1,
387674,2,,,,2,
387732,3,,4,,7,
387744,,,1,,1,
387745,1,,,,1,
387753,,,1,,1,
387790,,,2,,2,
387797,1,,,,1,
387821,,,2,1,2,1
387842,1,,,,1,
387861,,,2,,2,
387863,1,,4,,5,
387900,1,,,,1,
387907,1,,,,1,
387956,1,1,1,,2,1
388009,8,3,,,8,3
388029,,,1,1,1,1
388055,1,,2,2,3,2
388078,,,1,,1,
388083,,,1,,1,
388089,1,,,,1,
388124,,,1,,1,
388169,1,,,,1,
388185,24,2,7,2,31,4
388197,1,,2,,3,
388274,,,1,,1,
388293,,,1,1,1,1
388333,1,1,,,1,1
388343,2,,1,,3,
388376,,,1,,1,
388419,1,,1,,2,
388431,1,,,,1,
388439,2,,,,2,
388449,4,,11,1,15,1
388457,,,2,,2,
388538,2,,,,2,
388551,,,1,,1,
388573,2,2,5,3,7,5
388584,,,1,,1,
388636,2,1,1,,3,1
388652,,,2,2,2,2
388682,1,,7,,8,
388713,10,5,3,1,13,6
388764,,,2,,2,
388766,,,1,,1,
388783,1,,,,1,
388789,1,,1,1,2,1
388804,1,,,,1,
388827,,,1,,1,
388829,,,11,4,11,4
388832,1,,,,1,
388848,1,,,,1,
388857,,,2,,2,
388933,3,,2,,5,
388948,,,1,,1,
389038,,,1,,1,
389064,,,9,4,9,4
389114,,,3,,3,
389154,,,1,,1,
389165,,,1,,1,
389167,2,1,,,2,1
389176,,,1,,1,
389189,1,,1,,2,
389199,1,,,,1,
389242,,,2,1,2,1
389265,2,,4,4,6,4
389267,3,2,2,,5,2
389286,,,1,,1,
389313,1,,5,,6,
389331,2,,2,,4,
389351,,,1,,1,
389387,,,1,,1,
389399,2,,,,2,
389448,1,,,,1,
389533,,,3,1,3,1
389546,1,,,,1,
389594,1,1,,,1,1
389661,,,1,,1,
389679,,,1,,1,
389719,,,1,,1,
389757,,,1,,1,
389816,1,1,2,1,3,2
389836,,,3,,3,
389859,1,,,,1,
389861,2,2,,,2,2
389901,1,,,,1,
389918,1,1,,,1,1
389939,1,,,,1,
389952,1,,,,1,
389986,3,1,2,,5,1
390026,,,3,,3,
390027,,,1,,1,
390049,,,1,,1,
390050,1,,,,1,
390073,1,,,,1,
390118,1,,,,1,
390127,,,1,,1,
390176,3,,1,,4,
390220,1,,,,1,
390226,1,,,,1,
390252,1,,,,1,
390258,,,5,,5,
390318,1,,2,,3,
390328,,,2,1,2,1
390373,1,,,,1,
390377,,,1,,1,
390446,,,1,,1,
390521,1,,,,1,
390531,,,1,,1,
390558,,,1,1,1,1
390600,2,1,,,2,1
390625,,,1,,1,
390629,,,2,2,2,2
390679,,,19,6,19,6
390688,1,,,,1,
390720,1,,2,,3,
390751,3,2,,,3,2
390752,,,1,,1,
390771,,,1,,1,
390778,,,1,,1,
390855,,,8,,8,
390865,,,1,,1,
390915,1,,,,1,
390968,1,,1,,2,
390989,1,1,1,,2,1
391002,,,1,,1,
391063,1,,,,1,
391130,,,3,,3,
391143,,,1,1,1,1
391159,1,,,,1,
391182,2,2,,,2,2
391192,1,,,,1,
391197,2,,,,2,
391267,,,2,1,2,1
391278,,,2,,2,
391289,1,1,1,1,2,2
391290,,,1,,1,
391300,,,1,,1,
391323,,,2,,2,
391350,1,,,,1,
391360,1,,,,1,
391372,1,,,,1,
391382,,,1,,1,
391388,,,1,,1,
391422,,,1,,1,
391427,6,5,,,6,5
391503,1,1,8,2,9,3
391525,1,,,,1,
391599,2,,5,,7,
391628,,,2,1,2,1
391632,,,2,,2,
391670,,,1,1,1,1
391695,,,2,,2,
391696,1,,1,,2,
391762,,,1,,1,
391801,,,2,,2,
391829,8,,3,,11,
391976,1,,,,1,
391978,,,1,,1,
392002,1,,,,1,
392017,,,1,,1,
392019,,,5,2,5,2
392046,3,,2,,5,
392055,,,2,,2,
392147,,,1,,1,
392149,1,,1,,2,
392196,,,1,,1,
392215,1,,2,1,3,1
392220,1,,,,1,
392237,,,5,1,5,1
392240,,,1,,1,
392256,1,,1,,2,
392257,4,1,1,,5,1
392288,,,1,,1,
392316,,,1,,1,
392356,,,1,,1,
392357,3,,,,3,
392409,1,1,,,1,1
392417,,,1,,1,
392421,,,1,,1,
392442,,,1,,1,
392499,1,,1,,2,
392554,2,,1,,3,
392573,,,1,,1,
392606,1,,,,1,
392647,2,,,,2,
392649,,,3,1,3,1
392651,,,1,1,1,1
392665,1,,,,1,
392679,,,1,,1,
392702,,,1,,1,
392712,1,,,,1,
392734,4,3,12,2,16,5
392791,,,2,,2,
392796,,,1,,1,
392811,,,1,,1,
392824,1,1,,,1,1
392861,,,1,1,1,1
392898,,,1,,1,
392911,,,1,,1,
392913,,,1,,1,
392924,,,1,,1,
392937,1,,,,1,
392945,,,2,,2,
392961,,,2,1,2,1
392989,,,2,2,2,2
393051,,,1,1,1,1
393053,3,,1,,4,
393078,6,,3,,9,
393085,,,1,,1,
393090,1,,,,1,
393196,1,,,,1,
393208,1,,,,1,
393240,1,1,1,1,2,2
393338,1,,1,,2,
393343,,,3,,3,
393398,,,1,,1,
393404,2,,,,2,
393407,,,1,,1,
393462,1,,1,,2,
393500,2,2,1,,3,2
393504,,,1,,1,
393510,1,,1,,2,
393516,,,1,1,1,1
393536,3,,7,,10,
393547,2,,,,2,
393562,,,1,,1,
393624,3,,1,1,4,1
393646,1,1,,,1,1
393763,1,,,,1,
393822,8,1,,,8,1
393884,,,1,1,1,1
393937,1,,,,1,
393969,,,1,,1,
393983,,,5,,5,
394016,,,2,,2,
394019,,,1,,1,
394069,3,,,,3,
394087,1,1,,,1,1
394097,1,1,1,,2,1
394132,,,1,,1,
394238,,,1,,1,
394245,,,1,,1,
394257,,,2,,2,
394288,1,1,,,1,1
394294,,,1,1,1,1
394343,1,,,,1,
394387,1,1,,,1,1
394467,1,,,,1,
394508,1,,1,,2,
394604,1,,,,1,
394624,,,1,,1,
394647,3,1,1,,4,1
394666,2,,,,2,
394717,2,1,,,2,1
394733,,,1,,1,
394737,4,,4,1,8,1
394741,,,1,,1,
394762,,,6,,6,
394880,,,1,,1,
394886,,,2,,2,
394993,1,,,,1,
395043,,,1,1,1,1
395046,2,,1,,3,
395076,1,,,,1,
395096,1,,,,1,
395101,,,2,,2,
395132,,,2,,2,
395168,2,,,,2,
395170,,,1,,1,
395171,1,,5,,6,
395267,,,1,,1,
395279,7,4,12,8,19,12
395295,,,1,,1,
395306,1,,,,1,
395339,1,,,,1,
395345,8,3,4,3,12,6
395389,,,1,,1,
395453,,,2,,2,
395502,36,6,8,,44,6
395549,4,,,,4,
395555,2,1,,,2,1
395577,,,2,2,2,2
395586,6,6,,,6,6
395596,,,1,,1,
395633,,,1,,1,
395635,2,1,,,2,1
395642,,,1,,1,
395680,1,1,,,1,1
395735,,,1,,1,
395782,,,1,,1,
395797,,,2,,2,
395809,1,,,,1,
395843,1,,7,,8,
395849,,,1,1,1,1
395852,,,1,,1,
395855,,,1,,1,
395860,2,2,,,2,2
395894,1,,1,,2,
395909,2,,1,,3,
395937,,,1,,1,
395952,1,,1,,2,
395954,1,,,,1,
395968,,,1,,1,
396003,1,,,,1,
396010,9,,1,,10,
396057,,,1,,1,
396090,,,1,,1,
396188,,,1,,1,
396208,2,1,1,1,3,2
396226,1,,,,1,
396244,,,1,1,1,1
396251,1,1,,,1,1
396278,,,1,1,1,1
396297,3,,2,,5,
396307,,,1,1,1,1
396340,3,,,,3,
396357,,,2,,2,
396360,,,1,,1,
396426,,,1,,1,
396439,,,1,,1,
396506,1,1,,,1,1
396586,,,1,,1,
396598,,,2,,2,
396623,1,,,,1,
396640,1,,,,1,
396651,,,1,,1,
396658,12,5,6,2,18,7
396720,1,,,,1,
396749,,,2,1,2,1
396758,1,,1,,2,
396766,1,,,,1,
396800,1,,,,1,
396808,1,,,,1,
396815,1,,,,1,
396823,1,,1,,2,
396831,2,,,,2,
396990,2,,2,,4,
397009,1,,1,,2,
397050,,,1,,1,
397060,,,1,,1,
397072,1,,,,1,
397084,1,,2,,3,
397123,,,1,,1,
397147,,,2,,2,
397200,10,5,6,2,16,7
397213,1,,,,1,
397259,1,1,,,1,1
397290,1,1,2,,3,1
397308,2,,,,2,
397309,1,,,,1,
397320,,,1,,1,
397323,,,1,1,1,1
397335,,,1,,1,
397353,,,1,,1,
397365,1,,,,1,
397377,,,2,,2,
397383,,,5,,5,
397404,,,1,,1,
397425,4,,2,,6,
397467,1,,2,,3,
397535,,,6,,6,
397536,,,1,1,1,1
397571,,,2,,2,
397579,2,,,,2,
397602,,,1,,1,
397631,1,,4,,5,
397682,,,1,,1,
397804,1,,5,,6,
397822,,,1,1,1,1
397846,1,1,,,1,1
397854,,,1,1,1,1
397990,3,1,,,3,1
398029,1,,5,,6,
398101,1,,1,1,2,1
398118,,,3,,3,
398131,2,1,,,2,1
398151,,,2,,2,
398175,,,1,,1,
398188,,,1,,1,
398198,,,1,,1,
398214,,,1,,1,
398234,6,,6,,12,
398298,,,1,,1,
398324,1,,1,,2,
398339,,,1,,1,
398341,2,,1,,3,
398473,,,2,,2,
398495,1,,,,1,
398498,2,2,5,1,7,3
398533,1,,,,1,
398564,1,,2,,3,
398574,,,1,1,1,1
398576,,,1,,1,
398640,,,1,,1,
398665,,,2,1,2,1
398671,,,2,1,2,1
398695,,,1,,1,
398712,,,3,,3,
398742,,,2,,2,
398776,,,1,,1,
398778,1,1,2,,3,1
398812,,,1,,1,
398816,,,1,,1,
398827,1,1,2,,3,1
398834,,,1,,1,
398845,,,1,,1,
398846,1,,,,1,
398874,,,1,1,1,1
398883,,,2,,2,
398895,,,9,2,9,2
398909,,,1,,1,
398917,1,,,,1,
398945,,,1,1,1,1
399007,,,2,,2,
399029,,,3,3,3,3
399030,,,2,1,2,1
399056,4,,,,4,
399078,,,1,,1,
399089,2,,3,1,5,1
399140,,,5,1,5,1
399147,,,2,1,2,1
399155,20,,10,,30,
399191,3,,3,,6,
399224,1,,,,1,
399295,,,1,,1,
399334,1,,,,1,
399339,1,1,1,,2,1
399350,,,1,,1,
399357,,,2,,2,
399406,1,,,,1,
399429,1,,,,1,
399432,,,1,,1,
399448,,,1,,1,
399449,1,,1,,2,
399480,1,,,,1,
399577,,,1,,1,
399612,,,1,,1,
399634,,,1,,1,
399719,,,2,1,2,1
399735,,,1,,1,
399741,2,,,,2,
399936,1,,,,1,
399940,1,,2,,3,
399953,,,1,,1,
400082,,,2,,2,
400191,,,1,,1,
400207,,,3,,3,
400261,1,,,,1,
400329,1,,,,1,
400364,3,1,1,,4,1
400389,1,,,,1,
400392,1,,2,,3,
400448,11,,5,,16,
400473,1,,,,1,
400484,1,,,,1,
400509,,,1,1,1,1
400533,,,1,,1,
400610,,,1,,1,
400625,,,1,,1,
400659,5,1,1,,6,1
400697,,,1,,1,
400698,,,1,,1,
400701,1,,,,1,
400704,,,1,,1,
400714,1,,,,1,
400822,1,,,,1,
400882,,,1,,1,
400897,,,2,2,2,2
400923,,,1,,1,
400931,1,,,,1,
400955,,,3,2,3,2
400986,,,1,,1,
400994,2,,,,2,
401011,,,1,,1,
401056,,,2,1,2,1
401059,,,1,,1,
401078,,,1,1,1,1
401101,1,,,,1,
401184,1,1,8,2,9,3
401187,1,,,,1,
401188,1,,,,1,
401189,,,1,,1,
401217,1,,,,1,
401218,1,,,,1,
401226,,,2,,2,
401231,,,1,1,1,1
401272,,,2,1,2,1
401279,2,,,,2,
401313,1,,1,,2,
401326,,,1,,1,
401333,2,,,,2,
401339,1,,,,1,
401348,2,,,,2,
401401,1,,,,1,
401524,,,1,,1,
401525,,,22,,22,
401535,,,1,1,1,1
401547,4,1,,,4,1
401586,,,3,,3,
401593,2,,1,,3,
401621,,,1,,1,
401672,,,1,,1,
401674,,,2,,2,
401702,2,,1,,3,
401704,2,,,,2,
401726,1,1,2,,3,1
401735,,,1,,1,
401743,1,,,,1,
401815,1,,,,1,
401837,1,,,,1,
401844,,,2,,2,
401856,,,2,,2,
401919,1,1,,,1,1
401923,,,2,,2,
401926,4,,,,4,
401933,1,,,,1,
401949,,,2,,2,
402025,,,1,,1,
402045,1,,1,1,2,1
402058,,,3,,3,
402072,,,1,,1,
402073,,,1,,1,
402077,1,1,3,1,4,2
402103,,,1,,1,
402128,,,1,,1,
402174,,,2,,2,
402189,,,3,,3,
402208,2,,,,2,
402252,2,1,,,2,1
402255,,,1,,1,
402267,,,1,,1,
402277,3,3,,,3,3
402290,,,1,,1,
402308,,,1,,1,
402316,,,3,,3,
402322,2,,,,2,
402395,,,1,,1,
402399,2,1,1,,3,1
402423,,,1,,1,
402432,4,,,,4,
402433,3,,2,,5,
402484,,,1,,1,
402502,,,4,,4,
402521,,,1,,1,
402557,,,3,1,3,1
402619,1,,,,1,
402637,1,,,,1,
402638,,,1,,1,
402642,3,,10,1,13,1
402660,1,1,,,1,1
402680,1,,,,1,
402683,2,,,,2,
402699,,,1,,1,
402788,,,1,,1,
402805,,,1,,1,
402816,,,1,1,1,1
402840,,,1,,1,
402887,1,,1,,2,
402893,2,1,,,2,1
402941,,,11,6,11,6
402954,,,2,,2,
403039,,,1,1,1,1
403042,1,,,,1,
403083,,,1,1,1,1
403092,1,,,,1,
403143,1,,5,,6,
403145,,,1,,1,
403166,,,1,,1,
403176,1,,,,1,
403182,,,2,,2,
403212,1,1,,,1,1
403226,1,1,,,1,1
403246,1,,,,1,
403278,,,1,,1,
403310,3,,,,3,
403347,,,1,,1,
403360,1,,2,,3,
403371,1,,,,1,
403433,2,,,,2,
403488,,,1,,1,
403560,,,1,,1,
403561,,,1,,1,
403579,1,,,,1,
403586,,,1,,1,
403601,3,,,,3,
403633,,,1,,1,
403635,3,1,5,2,8,3
403644,1,,,,1,
403659,,,1,,1,
403664,1,,,,1,
403682,,,1,,1,
403760,2,,2,1,4,1
403783,2,,,,2,
403796,31,1,20,1,51,2
403803,1,1,,,1,1
403809,2,1,3,,5,1
403839,,,1,,1,
403850,1,,1,,2,
403861,1,,2,,3,
403893,,,1,,1,
403932,,,3,,3,
403956,,,1,,1,
403972,,,1,,1,
403998,1,1,1,,2,1
404014,,,2,,2,
404023,,,1,,1,
404048,,,1,,1,
404095,,,1,,1,
404128,8,6,,,8,6
404165,,,3,1,3,1
404166,,,1,,1,
404232,1,,,,1,
404278,5,1,,,5,1
404322,,,1,,1,
404351,,,1,,1,
404398,,,1,,1,
404411,1,,,,1,
404440,,,7,,7,
404472,1,,,,1,
404475,1,,,,1,
404498,,,2,,2,
404529,,,1,,1,
404537,,,5,,5,
404543,,,1,,1,
404572,2,,1,,3,
404573,2,,,,2,
404583,,,19,8,19,8
404586,,,1,,1,
404647,,,1,,1,
404648,,,1,,1,
404686,,,1,,1,
404730,,,1,,1,
404816,,,1,,1,
404848,1,,4,,5,
404859,10,,2,,12,
404875,2,,1,,3,
404900,1,,,,1,
404907,1,,,,1,
404927,1,,,,1,
404966,4,1,4,,8,1
405058,1,,1,1,2,1
405070,,,1,1,1,1
405095,,,1,,1,
405111,,,1,1,1,1
405152,,,1,,1,
405201,1,,,,1,
405302,,,1,,1,
405305,1,,1,,2,
405337,1,,,,1,
405346,3,1,3,1,6,2
405378,,,2,2,2,2
405392,1,,2,1,3,1
405447,1,,1,,2,
405460,22,1,9,,31,1
405470,2,1,3,,5,1
405547,2,,,,2,
405563,1,,,,1,
405567,,,1,,1,
405598,4,,,,4,
405618,2,,,,2,
405645,1,1,1,1,2,2
405669,1,,,,1,
405711,1,,3,1,4,1
405729,,,1,,1,
405732,1,,,,1,
405739,1,,1,,2,
405740,1,,,,1,
405772,,,1,,1,
405778,1,,9,,10,
405817,,,2,,2,
405853,2,,,,2,
405870,,,1,,1,
405961,,,1,,1,
405987,1,,,,1,
405993,1,,,,1,
405994,,,2,1,2,1
406009,,,1,,1,
406021,,,1,,1,
406043,,,2,1,2,1
406105,2,,4,,6,
406130,1,,,,1,
406131,,,1,,1,
406161,,,1,1,1,1
406203,,,1,,1,
406224,1,,,,1,
406345,,,1,1,1,1
406355,2,,,,2,
406379,,,2,,2,
406386,1,,,,1,
406398,3,,2,,5,
406437,,,1,,1,
406477,,,1,,1,
406482,1,,1,,2,
406492,1,,,,1,
406513,1,1,,,1,1
406541,1,,,,1,
406568,,,1,1,1,1
406597,,,1,,1,
406607,2,1,,,2,1
406654,,,2,,2,
406685,1,,1,,2,
406714,1,,,,1,
406716,,,1,,1,
406719,1,,3,,4,
406774,,,1,,1,
406800,2,,,,2,
406801,5,2,5,,10,2
406835,2,,1,,3,
406839,,,1,,1,
406848,1,,,,1,
406852,,,1,,1,
406861,,,1,,1,
406895,2,,3,,5,
406937,1,,,,1,
407023,3,,,,3,
407080,1,,,,1,
407125,2,,1,,3,
407129,,,1,,1,
407172,,,1,,1,
407187,,,2,2,2,2
407252,1,,,,1,
407282,1,,,,1,
407311,,,1,,1,
407332,,,2,,2,
407341,,,3,,3,
407355,2,,,,2,
407394,,,1,,1,
407427,1,,,,1,
407437,,,1,1,1,1
407446,2,,1,,3,
407565,,,1,,1,
407577,,,1,,1,
407587,1,,2,,3,
407590,1,,,,1,
407639,,,1,1,1,1
407699,,,2,,2,
407773,1,,,,1,
407779,1,,,,1,
407831,,,2,,2,
407865,3,,1,,4,
407869,1,1,,,1,1
407890,,,1,,1,
407891,1,,,,1,
407924,,,1,,1,
407930,1,,2,,3,
407945,13,,4,,17,
408003,,,1,,1,
408029,1,,,,1,
408043,,,1,,1,
408046,,,1,,1,
408109,1,,1,,2,
408116,1,,,,1,
408123,2,,1,,3,
408168,,,1,1,1,1
408174,3,,1,,4,
408188,,,1,,1,
408192,1,1,,,1,1
408198,,,1,,1,
408225,,,4,,4,
408233,3,,,,3,
408261,,,1,,1,
408272,1,1,,,1,1
408273,,,1,,1,
408291,,,2,,2,
408293,,,1,,1,
408318,,,1,1,1,1
408333,,,1,,1,
408349,2,,3,,5,
408372,1,,,,1,
408462,27,1,,,27,1
408466,7,1,6,1,13,2
408484,,,1,,1,
408500,,,1,,1,
408502,,,1,,1,
408509,,,1,,1,
408561,,,1,,1,
408593,,,1,,1,
408608,1,,2,2,3,2
408641,,,1,,1,
408680,,,1,1,1,1
408728,,,1,,1,
408740,39,4,8,,47,4
408762,,,1,,1,
408842,6,,,,6,
408848,,,2,,2,
408876,1,1,,,1,1
408910,3,2,,,3,2
408912,1,,,,1,
408938,7,2,1,1,8,3
408942,,,1,,1,
408957,,,1,,1,
408971,11,,,,11,
408977,5,,,,5,
408994,,,1,,1,
409059,2,,,,2,
409080,,,1,,1,
409113,,,3,1,3,1
409125,1,,,,1,
409133,,,1,,1,
409161,1,,,,1,
409164,,,2,,2,
409173,,,1,,1,
409185,1,,2,,3,
409206,,,1,,1,
409211,10,3,,,10,3
409255,2,,1,,3,
409279,,,1,,1,
409314,1,,,,1,
409324,,,1,1,1,1
409332,3,2,1,1,4,3
409368,,,1,,1,
409402,6,,1,,7,
409442,,,3,,3,
409458,,,2,,2,
409462,,,1,,1,
409499,1,1,11,9,12,10
409504,2,,,,2,
409526,,,1,1,1,1
409626,,,1,,1,
409631,,,1,,1,
409668,8,,,,8,
409701,1,,,,1,
409874,,,1,,1,
409897,,,1,,1,
409906,,,2,,2,
409920,3,,,,3,
409950,,,1,,1,
409964,,,1,,1,
409990,1,,,,1,
410017,,,17,,17,
410052,1,,,,1,
410056,,,1,,1,
410067,,,1,,1,
410078,1,,,,1,
410100,,,1,,1,
410109,,,2,,2,
410149,1,,4,,5,
410152,1,,,,1,
410164,1,,,,1,
410172,,,2,,2,
410175,1,,,,1,
410261,,,1,,1,
410292,2,,1,,3,
410402,,,3,,3,
410405,1,,1,,2,
410438,1,,,,1,
410464,,,18,1,18,1
410474,,,1,,1,
410514,4,,3,,7,
410590,,,2,,2,
410610,1,,1,,2,
410615,2,,,,2,
410633,1,,,,1,
410637,,,1,,1,
410646,,,1,,1,
410697,,,2,,2,
410698,,,2,1,2,1
410739,,,3,2,3,2
410755,1,,,,1,
410776,,,2,1,2,1
410831,,,1,,1,
410871,1,,,,1,
410879,2,,1,,3,
410937,,,1,,1,
411074,,,1,,1,
411128,,,2,,2,
411197,,,1,,1,
411247,,,1,,1,
411254,2,1,1,,3,1
411273,2,,,,2,
411289,,,1,,1,
411305,1,,,,1,
411338,,,1,,1,
411365,,,2,2,2,2
411400,,,1,,1,
411405,,,2,,2,
411416,,,1,,1,
411511,,,1,1,1,1
411521,,,1,,1,
411537,1,,1,,2,
411541,1,,1,,2,
411544,1,,1,,2,
411549,,,1,,1,
411557,1,,,,1,
411577,,,1,,1,
411583,6,1,,,6,1
411594,,,2,,2,
411624,3,1,,,3,1
411631,1,,,,1,
411675,,,1,,1,
411695,,,1,,1,
411736,,,1,,1,
411778,1,,2,,3,
411812,,,1,1,1,1
411829,1,,,,1,
411845,,,1,,1,
411856,1,1,,,1,1
411883,,,1,,1,
411901,,,1,,1,
411932,,,1,,1,
411966,3,,1,,4,
411998,,,1,,1,
412011,1,,1,,2,
412020,1,1,,,1,1
412037,,,2,,2,
412058,,,2,2,2,2
412061,5,,1,,6,
412075,1,,,,1,
412083,,,5,1,5,1
412109,,,1,1,1,1
412110,1,,,,1,
412193,,,1,,1,
412198,1,,1,,2,
412211,,,1,1,1,1
412220,1,,,,1,
412229,,,1,,1,
412238,,,1,1,1,1
412299,1,,,,1,
412341,1,,,,1,
412345,,,6,,6,
412349,,,1,,1,
412408,2,,,,2,
412463,1,,,,1,
412519,1,,,,1,
412573,,,2,,2,
412581,,,3,1,3,1
412696,1,,1,,2,
412699,,,5,,5,
412771,2,2,,,2,2
412776,1,1,2,2,3,3
412786,,,1,,1,
412819,1,1,,,1,1
412847,2,,,,2,
412872,1,,,,1,
412879,2,,,,2,
412888,1,,,,1,
412890,,,2,,2,
412930,1,,,,1,
412952,,,1,,1,
413001,1,,,,1,
413019,,,2,,2,
413075,1,,,,1,
413083,1,,,,1,
413084,1,,,,1,
413094,,,3,,3,
413096,1,,,,1,
413098,1,,,,1,
413107,3,,,,3,
413112,,,1,,1,
413161,1,1,2,,3,1
413180,,,1,,1,
413192,5,,1,,6,
413193,,,1,,1,
413219,57,7,16,2,73,9
413222,1,,,,1,
413241,1,,,,1,
413245,,,4,,4,
413353,1,,,,1,
413357,,,1,,1,
413384,,,1,,1,
413389,1,1,2,,3,1
413401,34,1,8,,42,1
413435,,,1,,1,
413484,4,,3,1,7,1
413512,,,1,,1,
413592,,,1,,1,
413708,1,,1,,2,
413761,,,2,,2,
413782,,,3,1,3,1
413783,,,1,,1,
413806,1,1,2,1,3,2
413813,,,2,,2,
413848,,,1,,1,
413884,1,,,,1,
413960,2,,1,,3,
413999,1,,1,,2,
414002,4,,2,,6,
414015,,,1,,1,
414076,,,1,,1,
414155,,,1,,1,
414167,,,1,,1,
414203,,,1,,1,
414223,,,1,,1,
414246,,,3,1,3,1
414288,1,,,,1,
414320,,,2,,2,
414408,1,,,,1,
414430,,,1,,1,
414477,3,1,1,1,4,2
414486,,,1,,1,
414534,,,3,,3,
414643,,,2,1,2,1
414651,1,,1,,2,
414668,,,2,,2,
414709,,,1,,1,
414724,,,1,,1,
414793,2,2,,,2,2
414851,1,1,,,1,1
414860,2,1,1,,3,1
414905,3,1,,,3,1
414956,,,1,1,1,1
414957,,,1,,1,
414994,,,1,,1,
415001,1,,,,1,
415081,1,,1,,2,
415086,,,1,,1,
415122,1,,,,1,
415127,,,1,,1,
415135,,,1,,1,
415163,1,,,,1,
415168,1,,1,,2,
415178,,,1,,1,
415196,,,1,,1,
415263,4,,,,4,
415299,1,,2,1,3,1
415347,,,1,,1,
415353,,,1,,1,
415356,,,1,,1,
415361,1,,,,1,
415365,3,1,,,3,1
415366,1,,2,,3,
415434,1,1,,,1,1
415482,,,1,,1,
415485,,,1,,1,
415522,3,,1,,4,
415533,,,1,,1,
415534,,,2,1,2,1
415582,,,4,,4,
415661,,,2,,2,
415698,5,,,,5,
415757,,,1,,1,
415781,7,1,3,,10,1
415804,,,1,1,1,1
415830,,,1,,1,
415857,,,1,,1,
415868,,,1,1,1,1
415894,1,,,,1,
415897,1,,1,,2,
415906,1,1,1,,2,1
415929,1,,1,,2,
415976,,,3,,3,
416005,1,,1,,2,
416019,3,,8,,11,
416059,,,1,,1,
416084,,,2,,2,
416101,,,6,,6,
416111,,,2,1,2,1
416113,,,1,,1,
416117,1,,,,1,
416125,,,1,,1,
416164,,,1,,1,
416180,1,,,,1,
416201,,,1,,1,
416212,1,,1,,2,
416286,1,,,,1,
416291,,,1,,1,
416369,,,1,1,1,1
416371,1,,4,,5,
416395,,,1,1,1,1
416410,,,2,1,2,1
416414,,,1,,1,
416415,,,1,,1,
416437,3,,,,3,
416453,2,,2,,4,
416482,,,3,,3,
416488,1,,,,1,
416490,1,,,,1,
416545,1,,1,,2,
416617,,,1,,1,
416629,1,,,,1,
416663,2,,1,,3,
416668,12,,1,,13,
416678,2,1,2,2,4,3
416716,2,,,,2,
416755,1,,,,1,
416782,1,,,,1,
416855,1,,1,,2,
416861,,,1,1,1,1
416930,5,,3,,8,
416966,,,8,,8,
416971,,,1,1,1,1
416999,,,1,,1,
417013,,,2,,2,
417019,1,,,,1,
417092,23,,2,,25,
417103,,,1,,1,
417129,7,3,3,1,10,4
417220,2,1,,,2,1
417228,1,,,,1,
417229,,,3,1,3,1
417250,,,1,1,1,1
417286,,,1,,1,
417302,1,1,1,1,2,2
417348,3,,1,,4,
417350,,,1,,1,
417370,,,2,,2,
417380,,,1,,1,
417388,,,1,,1,
417413,,,1,,1,
417420,3,1,3,,6,1
417434,1,1,,,1,1
417436,,,1,,1,
417459,1,,,,1,
417476,3,,2,,5,
417484,,,1,,1,
417509,1,,,,1,
417521,7,,3,,10,
417543,2,,,,2,
417555,1,,,,1,
417562,2,,1,,3,
417585,,,1,,1,
417593,2,,2,,4,
417631,,,1,,1,
417632,1,,,,1,
417667,,,1,,1,
417678,,,3,1,3,1
417754,1,,,,1,
417785,,,3,,3,
417797,1,,,,1,
417855,1,,,,1,
417941,,,4,1,4,1
417954,1,,,,1,
417988,,,1,,1,
418010,7,1,16,,23,1
418028,,,1,1,1,1
418040,,,1,,1,
418060,,,1,,1,
418089,1,,1,,2,
418101,,,2,1,2,1
418171,2,1,,,2,1
418175,,,2,,2,
418178,,,1,1,1,1
418182,,,13,2,13,2
418270,,,2,,2,
418291,,,1,,1,
418316,,,1,1,1,1
418437,,,2,2,2,2
418439,,,1,,1,
418444,,,1,,1,
418477,3,,7,,10,
418499,,,1,,1,
418504,1,,,,1,
418505,1,,,,1,
418605,,,1,,1,
418662,,,3,,3,
418723,,,1,,1,
418735,,,2,,2,
418741,,,1,,1,
418780,2,,,,2,
418796,,,1,,1,
418825,1,,,,1,
418834,,,1,,1,
418853,1,,,,1,
418909,4,1,,,4,1
418912,,,1,,1,
418914,,,2,,2,
418942,2,,2,,4,
