EID,change_number,found_change_number,if_change,if_found_change,found_diff,if_found_up
464786,4,0,1,0,,0
464814,2,0,1,0,,0
464911,6,0,1,0,,0
464943,2,0,1,0,,0
465087,1,0,1,0,,0
465289,3,0,1,0,,0
465377,1,0,1,0,,0
465453,4,0,1,0,,0
465676,1,1,1,1,497.0,1
466037,1,0,1,0,,0
466295,11,1,1,1,100.0,1
466578,6,1,1,1,40.0,1
466668,1,1,1,1,900.0,1
466815,4,2,1,1,200.0,1
467375,7,0,1,0,,0
467476,2,1,1,1,50.0,1
467600,1,1,1,1,90.0,1
467602,16,0,1,0,,0
467800,2,1,1,1,90.0,1
467877,1,0,1,0,,0
467950,4,1,1,1,9200.0,1
468048,5,3,1,1,580.0,1
468088,15,6,1,1,6300.0,1
468112,9,0,1,0,,0
468215,1,0,1,0,,0
468279,1,0,1,0,,0
468379,1,0,1,0,,0
468407,10,2,1,1,4947.0,1
468450,1,0,1,0,,0
468565,1,0,1,0,,0
468619,1,0,1,0,,0
468766,3,0,1,0,,0
469111,1,0,1,0,,0
469577,2,0,1,0,,0
469841,1,0,1,0,,0
470148,1,0,1,0,,0
470173,1,0,1,0,,0
470207,1,0,1,0,,0
470391,1,0,1,0,,0
470553,2,1,1,1,950.0,1
470663,4,0,1,0,,0
471180,1,0,1,0,,0
471327,4,0,1,0,,0
471554,3,0,1,0,,0
472063,2,1,1,1,250.0,1
472419,1,0,1,0,,0
472527,8,0,1,0,,0
472605,1,0,1,0,,0
472708,1,0,1,0,,0
472930,1,0,1,0,,0
472979,8,1,1,1,450.0,1
473125,6,4,1,1,800.0,1
473169,1,0,1,0,,0
473265,2,0,1,0,,0
473554,6,3,1,1,150.0,1
473963,5,0,1,0,,0
474091,1,0,1,0,,0
474192,1,1,1,1,450.0,1
474322,3,0,1,0,,0
474550,1,0,1,0,,0
474658,1,0,1,0,,0
475072,2,0,1,0,,0
475717,10,0,1,0,,0
475736,8,1,1,1,800.0,1
475823,2,1,1,1,56.0,1
475968,4,0,1,0,,0
476124,3,1,1,1,90.0,1
476277,1,0,1,0,,0
476550,1,0,1,0,,0
476932,1,0,1,0,,0
477156,1,0,1,0,,0
477476,2,0,1,0,,0
477545,1,0,1,0,,0
477593,1,0,1,0,,0
477753,2,0,1,0,,0
477838,1,0,1,0,,0
477930,7,1,1,1,700.0,1
478011,2,0,1,0,,0
478624,1,0,1,0,,0
478654,4,0,1,0,,0
478658,1,0,1,0,,0
478761,2,0,1,0,,0
478879,12,0,1,0,,0
479099,2,1,1,1,950.0,1
479351,2,0,1,0,,0
479420,6,0,1,0,,0
479468,1,1,1,1,1100.0,1
479546,4,1,1,1,190.0,1
479895,1,0,1,0,,0
479979,6,0,1,0,,0
480026,1,0,1,0,,0
480239,2,0,1,0,,0
480328,1,0,1,0,,0
480656,3,0,1,0,,0
480684,1,0,1,0,,0
480700,12,1,1,1,700.0,1
480837,1,0,1,0,,0
480850,2,0,1,0,,0
480885,4,0,1,0,,0
481086,2,1,1,1,500.0,1
481149,8,0,1,0,,0
481157,1,0,1,0,,0
481289,2,0,1,0,,0
481534,3,0,1,0,,0
481677,4,0,1,0,,0
481710,2,1,1,1,900.0,1
481764,2,0,1,0,,0
481831,1,0,1,0,,0
481872,4,0,1,0,,0
481887,4,2,1,1,80.0,1
482075,1,0,1,0,,0
482371,1,0,1,0,,0
482554,1,0,1,0,,0
482624,4,0,1,0,,0
482627,1,0,1,0,,0
482700,4,0,1,0,,0
482795,1,0,1,0,,0
482989,2,1,1,1,399.9,1
483213,2,0,1,0,,0
483251,1,0,1,0,,0
483370,1,0,1,0,,0
484157,1,0,1,0,,0
484165,6,0,1,0,,0
484640,1,0,1,0,,0
484793,1,0,1,0,,0
484811,7,0,1,0,,0
484856,1,0,1,0,,0
484896,1,0,1,0,,0
485029,8,0,1,0,,0
485051,3,0,1,0,,0
485135,2,1,1,1,70.0,1
485174,1,0,1,0,,0
485236,2,1,1,1,297.0,1
485274,4,0,1,0,,0
485360,8,1,1,1,48.0,1
485422,4,0,1,0,,0
485706,4,0,1,0,,0
486037,1,0,1,0,,0
486183,8,0,1,0,,0
486434,2,0,1,0,,0
486481,3,0,1,0,,0
486493,1,1,1,1,970.0,1
486514,5,0,1,0,,0
486527,1,0,1,0,,0
486535,1,0,1,0,,0
487035,1,0,1,0,,0
487190,1,0,1,0,,0
487506,4,1,1,1,40.0,1
487519,1,1,1,1,80.0,1
488175,1,0,1,0,,0
488181,1,0,1,0,,0
488537,1,0,1,0,,0
488643,1,0,1,0,,0
488809,4,0,1,0,,0
489840,11,4,1,1,3094.0,1
490215,1,0,1,0,,0
490330,5,1,1,1,90.0,1
490385,1,0,1,0,,0
490413,3,0,1,0,,0
490648,1,0,1,0,,0
490713,9,2,1,1,100.0,1
490872,5,0,1,0,,0
491105,1,0,1,0,,0
492055,4,0,1,0,,0
492303,3,0,1,0,,0
492755,6,0,1,0,,0
492865,8,1,1,1,1000.0,1
493253,3,0,1,0,,0
493276,1,0,1,0,,0
493474,2,0,1,0,,0
493489,1,0,1,0,,0
493529,6,2,1,1,994.0,1
494021,3,0,1,0,,0
494084,1,0,1,0,,0
494180,1,0,1,0,,0
494255,1,0,1,0,,0
494320,1,0,1,0,,0
494667,1,0,1,0,,0
494674,2,0,1,0,,0
494940,3,0,1,0,,0
494986,1,0,1,0,,0
495084,4,0,1,0,,0
495347,6,0,1,0,,0
495463,3,0,1,0,,0
495576,1,0,1,0,,0
495941,1,0,1,0,,0
496055,2,0,1,0,,0
496079,4,0,1,0,,0
496373,3,0,1,0,,0
496467,1,0,1,0,,0
496511,1,0,1,0,,0
496560,4,0,1,0,,0
496627,3,2,1,1,340.0,1
496658,6,0,1,0,,0
496689,3,1,1,1,5000.0,1
496731,3,1,1,1,10.0,1
496831,7,0,1,0,,0
496846,1,0,1,0,,0
496863,1,0,1,0,,0
497837,1,0,1,0,,0
497900,1,0,1,0,,0
498525,2,0,1,0,,0
498721,1,0,1,0,,0
498749,4,0,1,0,,0
499118,1,0,1,0,,0
499255,5,0,1,0,,0
499361,1,0,1,0,,0
499386,1,0,1,0,,0
499465,20,0,1,0,,0
499528,1,0,1,0,,0
499530,2,0,1,0,,0
499690,10,1,1,1,80.0,1
499867,6,1,1,1,190.0,1
499920,2,1,1,1,950.0,1
499959,4,0,1,0,,0
500024,1,0,1,0,,0
500081,4,0,1,0,,0
500093,2,0,1,0,,0
500181,12,2,1,1,60.0,1
500217,8,1,1,1,100.0,1
500383,24,12,1,1,20285.714399999997,1
500424,1,0,1,0,,0
500484,1,1,1,1,90.0,1
500623,1,0,1,0,,0
501098,3,0,1,0,,0
501140,7,2,1,1,80.0,1
501254,4,2,1,1,600.0,1
501316,1,0,1,0,,0
501410,5,1,1,1,900.0,1
501468,2,1,1,1,800.0,1
501529,1,0,1,0,,0
501801,3,0,1,0,,0
501809,2,0,1,0,,0
501826,1,0,1,0,,0
501912,1,0,1,0,,0
502004,1,0,1,0,,0
502087,1,1,1,1,270.0,1
502181,1,0,1,0,,0
502384,5,1,1,1,1400.0,1
502433,1,0,1,0,,0
502553,7,1,1,1,497.0,1
502727,2,0,1,0,,0
502972,1,1,1,1,50.0,1
503046,1,0,1,0,,0
503115,14,3,1,1,204.0,1
503639,1,1,1,1,150.0,1
503771,2,0,1,0,,0
504245,5,0,1,0,,0
504356,2,0,1,0,,0
504443,3,1,1,1,150.0,1
504584,4,0,1,0,,0
504634,1,0,1,0,,0
504635,1,0,1,0,,0
504749,2,0,1,0,,0
504820,2,0,1,0,,0
504901,1,0,1,0,,0
504918,4,1,1,1,20.0,1
504949,4,0,1,0,,0
505309,1,0,1,0,,0
505672,4,0,1,0,,0
505722,3,0,1,0,,0
505755,1,0,1,0,,0
505875,1,0,1,0,,0
506009,2,1,1,1,47.0,1
506018,5,2,1,1,2400.0,1
506284,1,0,1,0,,0
506467,3,0,1,0,,0
506652,1,0,1,0,,0
506701,7,3,1,1,230.0,1
506764,3,0,1,0,,0
507223,1,0,1,0,,0
507299,4,1,1,1,40.0,1
507406,1,0,1,0,,0
507540,2,0,1,0,,0
507555,2,0,1,0,,0
507569,4,0,1,0,,0
507800,2,0,1,0,,0
507934,2,0,1,0,,0
508161,3,0,1,0,,0
508176,1,0,1,0,,0
508213,2,0,1,0,,0
508234,2,1,1,1,490.0,1
508255,12,4,1,1,656.0,1
508497,5,1,1,1,800.0,1
508681,4,1,1,1,1150.0,1
508776,1,0,1,0,,0
509048,2,0,1,0,,0
509072,3,0,1,0,,0
509135,4,0,1,0,,0
509198,54,6,1,1,540.0,1
509297,2,1,1,1,450.0,1
509382,3,0,1,0,,0
509458,7,1,1,1,278515.6782,1
509613,3,0,1,0,,0
509799,1,0,1,0,,0
510164,4,1,1,1,90.0,1
510171,2,0,1,0,,0
510212,2,0,1,0,,0
510306,1,0,1,0,,0
510386,22,0,1,0,,0
510398,1,0,1,0,,0
510516,6,0,1,0,,0
510517,4,0,1,0,,0
510526,3,1,1,1,300.0,1
510771,7,1,1,1,950.0,1
510986,3,0,1,0,,0
511015,1,0,1,0,,0
511160,2,0,1,0,,0
511229,2,0,1,0,,0
511408,1,0,1,0,,0
511549,1,0,1,0,,0
511603,2,0,1,0,,0
511673,3,0,1,0,,0
511953,2,1,1,1,10.0,1
511985,1,0,1,0,,0
512084,1,0,1,0,,0
512243,1,0,1,0,,0
512710,1,0,1,0,,0
512806,2,0,1,0,,0
513151,3,0,1,0,,0
513546,5,0,1,0,,0
513618,4,0,1,0,,0
513909,4,4,1,1,1160.0,1
514047,2,0,1,0,,0
514101,2,0,1,0,,0
514123,2,0,1,0,,0
514153,2,1,1,1,90.0,1
514185,1,0,1,0,,0
514558,1,0,1,0,,0
514924,5,0,1,0,,0
515281,5,1,1,1,40.0,1
515433,2,0,1,0,,0
516054,1,0,1,0,,0
516165,6,2,1,1,40000.0,1
516438,6,0,1,0,,0
516588,1,0,1,0,,0
516605,24,8,1,1,4000.0,1
516666,1,0,1,0,,0
516971,2,0,1,0,,0
517120,6,1,1,1,997.0,1
517278,2,1,1,1,4950.0,1
517344,1,0,1,0,,0
517495,2,0,1,0,,0
517537,8,0,1,0,,0
517774,4,0,1,0,,0
518000,2,0,1,0,,0
518458,8,4,1,1,1808.0,1
518631,3,0,1,0,,0
518785,2,0,1,0,,0
518852,3,0,1,0,,0
519046,4,1,1,1,1800.0,1
519138,3,0,1,0,,0
519605,1,0,1,0,,0
519633,1,0,1,0,,0
519804,4,0,1,0,,0
520028,4,0,1,0,,0
520104,6,0,1,0,,0
520351,6,0,1,0,,0
520530,1,0,1,0,,0
520542,12,4,1,1,2800.0,1
520671,3,0,1,0,,0
521015,1,0,1,0,,0
521118,4,1,1,1,800.0,1
521255,7,2,1,1,300.0,1
521422,7,2,1,1,1500.0,1
521559,2,0,1,0,,0
521572,1,0,1,0,,0
522005,5,0,1,0,,0
522050,1,1,1,1,290.0,1
522052,2,0,1,0,,0
522126,3,1,1,1,90.0,1
522135,2,0,1,0,,0
522147,2,0,1,0,,0
522186,30,0,1,0,,0
522212,6,0,1,0,,0
522223,36,0,1,0,,0
522236,2,0,1,0,,0
522278,1,1,1,1,140.0,1
522345,1,0,1,0,,0
522395,20,0,1,0,,0
522406,20,0,1,0,,0
522415,1,0,1,0,,0
522520,8,0,1,0,,0
522592,2,1,1,1,150.0,1
522626,4,0,1,0,,0
522871,2,0,1,0,,0
522887,1,1,1,1,170.0,1
522983,12,0,1,0,,0
523033,1,1,1,1,1950.0,1
523212,1,1,1,1,190.0,1
523260,4,0,1,0,,0
523424,2,0,1,0,,0
523427,3,1,1,1,9500.0,1
523492,4,0,1,0,,0
523716,2,0,1,0,,0
523718,1,0,1,0,,0
524109,8,0,1,0,,0
524336,4,1,1,1,990.0,1
524357,16,4,1,1,1600.0,1
524418,4,0,1,0,,0
524546,3,0,1,0,,0
524671,1,0,1,0,,0
524696,1,0,1,0,,0
524728,2,0,1,0,,0
524919,4,0,1,0,,0
525018,1,0,1,0,,0
525215,4,2,1,1,80.0,1
525423,1,0,1,0,,0
525704,1,0,1,0,,0
526004,3,1,1,1,20.0,1
154,1,0,1,0,,0
181,1,0,1,0,,0
202,3,1,1,1,450.0,1
353,1,0,1,0,,0
400,1,0,1,0,,0
725,1,0,1,0,,0
1241,2,0,1,0,,0
1304,1,0,1,0,,0
1357,1,0,1,0,,0
1483,1,0,1,0,,0
2106,1,0,1,0,,0
2266,3,0,1,0,,0
2403,1,0,1,0,,0
2436,9,1,1,1,100.0,1
2537,1,0,1,0,,0
2673,1,1,1,1,40.0,1
2797,3,0,1,0,,0
3009,7,1,1,1,490.0,1
3197,1,0,1,0,,0
3310,1,0,1,0,,0
3888,2,0,1,0,,0
3894,1,0,1,0,,0
3900,1,0,1,0,,0
4583,12,4,1,1,16000.0,1
4603,3,0,1,0,,0
4747,3,0,1,0,,0
4907,8,0,1,0,,0
4959,3,0,1,0,,0
5263,24,12,1,1,2940.0,1
5277,4,0,1,0,,0
5552,3,0,1,0,,0
5891,2,0,1,0,,0
5943,3,0,1,0,,0
5989,6,1,1,1,50.0,1
5992,1,0,1,0,,0
6068,3,0,1,0,,0
6221,2,0,1,0,,0
6331,2,0,1,0,,0
6713,1,1,1,1,97.0,1
6902,2,0,1,0,,0
7055,1,0,1,0,,0
7127,1,0,1,0,,0
7511,1,0,1,0,,0
7536,3,0,1,0,,0
7601,1,0,1,0,,0
7604,4,2,1,1,1800.0,1
7674,5,0,1,0,,0
7740,1,0,1,0,,0
7771,1,0,1,0,,0
7882,1,0,1,0,,0
7887,1,0,1,0,,0
8235,3,0,1,0,,0
8338,1,0,1,0,,0
8613,3,0,1,0,,0
8736,3,1,1,1,900.0,1
9197,1,0,1,0,,0
9355,1,0,1,0,,0
9476,1,0,1,0,,0
9627,18,2,1,1,450.0,1
9818,1,0,1,0,,0
9954,8,2,1,1,2700.0,1
10401,1,0,1,0,,0
10798,1,0,1,0,,0
10842,11,0,1,0,,0
10881,1,0,1,0,,0
11224,1,0,1,0,,0
11285,5,0,1,0,,0
11434,4,0,1,0,,0
11625,1,0,1,0,,0
11690,1,0,1,0,,0
11966,1,0,1,0,,0
11988,1,0,1,0,,0
12103,5,0,1,0,,0
12371,1,1,1,1,700.0,1
12665,3,1,1,1,111.1099999999999,1
13006,6,0,1,0,,0
13154,5,0,1,0,,0
13537,4,0,1,0,,0
13605,1,0,1,0,,0
14482,1,0,1,0,,0
14485,2,1,1,1,400.0,1
14571,3,0,1,0,,0
14588,1,0,1,0,,0
14926,3,1,1,1,97.0,1
15100,5,0,1,0,,0
15165,2,0,1,0,,0
15193,1,0,1,0,,0
15197,7,1,1,1,7.0,1
15376,1,0,1,0,,0
15521,14,8,1,1,800.0,1
15553,1,0,1,0,,0
15599,4,0,1,0,,0
16142,4,0,1,0,,0
16502,1,0,1,0,,0
16551,1,0,1,0,,0
16665,2,0,1,0,,0
16774,3,0,1,0,,0
17085,5,1,1,1,500.0,1
17226,9,1,1,1,2.9399999999999977,1
17376,5,0,1,0,,0
17399,3,0,1,0,,0
17402,5,0,1,0,,0
17451,3,0,1,0,,0
17513,1,0,1,0,,0
17515,1,0,1,0,,0
18151,9,3,1,1,1040.0,1
18491,1,0,1,0,,0
18539,1,0,1,0,,0
18632,3,0,1,0,,0
18738,3,0,1,0,,0
18816,5,1,1,1,500.0,1
19104,2,0,1,0,,0
20045,1,0,1,0,,0
20241,3,0,1,0,,0
20252,1,0,1,0,,0
20283,2,1,1,1,-1010.0,-1
20293,1,1,1,1,90.0,1
20339,5,0,1,0,,0
20666,2,0,1,0,,0
20765,2,0,1,0,,0
20852,3,0,1,0,,0
21137,3,0,1,0,,0
21160,1,0,1,0,,0
21245,1,0,1,0,,0
21530,1,0,1,0,,0
21866,1,0,1,0,,0
22074,2,0,1,0,,0
22136,4,2,1,1,400.0,1
22582,2,0,1,0,,0
22763,2,1,1,1,19330.0,1
22939,4,0,1,0,,0
22961,1,0,1,0,,0
22982,2,0,1,0,,0
23531,1,0,1,0,,0
23686,18,4,1,1,4.444800000000001,1
23700,3,1,1,1,490.0,1
23945,1,0,1,0,,0
23961,2,0,1,0,,0
24210,1,0,1,0,,0
24491,4,1,1,1,530.0,1
24553,6,0,1,0,,0
24879,4,0,1,0,,0
24941,1,1,1,1,400.0,1
25100,2,0,1,0,,0
25634,8,3,1,1,1300.0,1
25722,1,0,1,0,,0
25736,1,0,1,0,,0
25814,1,0,1,0,,0
25891,2,0,1,0,,0
25942,5,0,1,0,,0
26250,10,1,1,1,990.0,1
26327,3,1,1,1,400.0,1
26598,3,0,1,0,,0
26805,12,0,1,0,,0
26923,2,2,1,1,100.0,1
27000,3,2,1,1,280.0,1
27207,1,0,1,0,,0
27330,3,1,1,1,30.0,1
27333,1,0,1,0,,0
27641,7,1,1,1,2900.0,1
27656,1,0,1,0,,0
27714,9,0,1,0,,0
27852,6,0,1,0,,0
27886,7,2,1,1,490.0,1
27923,20,4,1,1,100.0,1
28079,4,3,1,1,330.0,1
28310,6,0,1,0,,0
28314,1,0,1,0,,0
28409,2,0,1,0,,0
28412,4,0,1,0,,0
28438,2,0,1,0,,0
28547,2,2,1,1,800.0,1
28708,1,1,1,1,9000.0,1
28819,1,0,1,0,,0
28960,1,0,1,0,,0
29001,3,1,1,1,21.0,1
29024,3,0,1,0,,0
29388,10,0,1,0,,0
29847,3,0,1,0,,0
29856,1,0,1,0,,0
30050,2,0,1,0,,0
30180,1,0,1,0,,0
30201,2,0,1,0,,0
30539,1,1,1,1,90.0,1
30828,1,0,1,0,,0
31171,2,0,1,0,,0
31284,3,0,1,0,,0
31462,1,0,1,0,,0
32073,1,0,1,0,,0
33072,1,0,1,0,,0
33322,5,1,1,1,900.0,1
33390,10,2,1,1,1000.0,1
33402,3,0,1,0,,0
33727,1,0,1,0,,0
34009,5,0,1,0,,0
34014,10,2,1,1,180.0,1
34315,2,0,1,0,,0
34374,1,0,1,0,,0
34736,5,0,1,0,,0
34864,3,1,1,1,465.0,1
34994,8,0,1,0,,0
35197,1,0,1,0,,0
35571,1,1,1,1,100.0,1
36051,1,0,1,0,,0
36107,1,0,1,0,,0
36262,3,0,1,0,,0
36319,1,0,1,0,,0
36354,2,0,1,0,,0
36516,4,0,1,0,,0
36750,1,0,1,0,,0
36835,9,1,1,1,90.0,1
37359,1,0,1,0,,0
37470,1,0,1,0,,0
37522,1,0,1,0,,0
37634,2,0,1,0,,0
37754,5,0,1,0,,0
37897,4,1,1,1,190.0,1
38072,1,0,1,0,,0
38224,1,0,1,0,,0
38498,2,0,1,0,,0
38927,1,0,1,0,,0
39245,1,0,1,0,,0
39352,8,1,1,1,1900.0,1
39801,6,0,1,0,,0
39931,6,0,1,0,,0
39981,1,0,1,0,,0
40180,2,0,1,0,,0
40212,3,1,1,1,250.0,1
40349,3,2,1,1,800.0,1
40454,2,0,1,0,,0
40476,2,0,1,0,,0
40529,1,0,1,0,,0
40944,12,6,1,1,-480.0,-1
40958,6,1,1,1,7.0,1
41260,4,1,1,1,970.0,1
41695,1,0,1,0,,0
42012,2,0,1,0,,0
42070,5,0,1,0,,0
42169,1,0,1,0,,0
42751,4,0,1,0,,0
43088,1,0,1,0,,0
43188,2,1,1,1,250.0,1
43225,1,0,1,0,,0
43248,17,2,1,1,3000.0,1
43411,1,1,1,1,950.0,1
43416,3,0,1,0,,0
43454,3,0,1,0,,0
43595,2,0,1,0,,0
43748,1,0,1,0,,0
43927,1,0,1,0,,0
43940,9,1,1,1,90.0,1
43959,2,1,1,1,1500.0,1
44528,1,0,1,0,,0
44555,5,0,1,0,,0
44622,2,0,1,0,,0
44736,2,0,1,0,,0
44924,1,0,1,0,,0
44948,1,0,1,0,,0
45155,6,1,1,1,95.0,1
45258,4,0,1,0,,0
45298,3,0,1,0,,0
45367,3,1,1,1,490.0,1
45506,3,0,1,0,,0
45516,4,2,1,1,2990.0,1
45704,8,0,1,0,,0
45786,2,0,1,0,,0
45898,1,0,1,0,,0
46288,6,2,1,1,740.0,1
46338,6,1,1,1,250.0,1
46418,2,0,1,0,,0
47471,1,1,1,1,1000.0,1
47647,3,0,1,0,,0
47668,3,0,1,0,,0
47981,1,0,1,0,,0
48047,1,0,1,0,,0
48138,3,0,1,0,,0
48349,8,1,1,1,97.0,1
48618,1,0,1,0,,0
48746,3,1,1,1,90.0,1
48816,1,0,1,0,,0
48823,1,0,1,0,,0
48869,1,0,1,0,,0
48873,1,1,1,1,800.0,1
48894,2,0,1,0,,0
49117,1,0,1,0,,0
49355,2,1,1,1,33.30000000000001,1
49426,4,0,1,0,,0
49541,5,1,1,1,90.0,1
49608,12,3,1,1,450.0,1
49621,2,0,1,0,,0
49976,8,6,1,1,24853.482000000018,1
50006,6,0,1,0,,0
50047,2,1,1,1,96.0,1
50082,1,0,1,0,,0
50214,4,0,1,0,,0
50349,4,0,1,0,,0
50411,2,0,1,0,,0
50444,1,0,1,0,,0
50641,18,0,1,0,,0
51019,1,0,1,0,,0
51021,2,0,1,0,,0
51154,3,0,1,0,,0
51256,4,1,1,1,640.0,1
51486,1,0,1,0,,0
51760,1,1,1,1,-2300.0,-1
52116,4,0,1,0,,0
52267,3,1,1,1,190.0,1
52501,1,0,1,0,,0
52510,2,0,1,0,,0
52973,2,0,1,0,,0
53435,3,0,1,0,,0
53665,1,0,1,0,,0
53706,1,0,1,0,,0
54204,2,0,1,0,,0
54376,2,0,1,0,,0
54467,2,0,1,0,,0
54583,2,0,1,0,,0
54600,1,0,1,0,,0
54604,4,3,1,1,380.0,1
55303,1,0,1,0,,0
55359,1,0,1,0,,0
55644,2,0,1,0,,0
55759,1,0,1,0,,0
56141,8,1,1,1,40.0,1
56370,1,0,1,0,,0
56421,1,0,1,0,,0
56503,4,0,1,0,,0
56777,13,1,1,1,900.0,1
56929,1,0,1,0,,0
56995,1,0,1,0,,0
57119,2,0,1,0,,0
57479,1,0,1,0,,0
57539,1,0,1,0,,0
57848,3,0,1,0,,0
57912,1,0,1,0,,0
58207,5,0,1,0,,0
58239,3,1,1,1,200.0,1
58384,1,0,1,0,,0
58417,1,0,1,0,,0
58862,5,0,1,0,,0
58982,5,0,1,0,,0
59499,1,0,1,0,,0
59502,1,0,1,0,,0
59768,1,0,1,0,,0
59923,2,0,1,0,,0
60038,3,0,1,0,,0
60073,1,0,1,0,,0
60591,4,0,1,0,,0
60840,4,0,1,0,,0
60932,5,0,1,0,,0
61265,5,0,1,0,,0
61653,5,0,1,0,,0
61820,2,0,1,0,,0
61844,32,0,1,0,,0
61897,1,0,1,0,,0
62175,1,0,1,0,,0
62315,1,1,1,1,150.0,1
62382,1,0,1,0,,0
62486,7,2,1,1,7180.0,1
62719,1,1,1,1,90.0,1
62786,3,1,1,1,1150.0,1
62797,1,0,1,0,,0
63179,1,0,1,0,,0
63206,3,0,1,0,,0
64015,7,0,1,0,,0
64448,3,0,1,0,,0
64474,3,0,1,0,,0
64942,2,0,1,0,,0
65023,2,0,1,0,,0
65035,2,0,1,0,,0
65055,5,1,1,1,90.0,1
65097,2,0,1,0,,0
65182,3,1,1,1,400.0,1
65212,1,0,1,0,,0
65419,16,0,1,0,,0
65548,11,1,1,1,1687.0,1
65562,1,0,1,0,,0
65633,3,0,1,0,,0
65648,4,1,1,1,190.0,1
65820,2,0,1,0,,0
66254,1,0,1,0,,0
66470,8,4,1,1,11600.0,1
66566,5,0,1,0,,0
66613,1,0,1,0,,0
66837,2,1,1,1,197.0,1
67551,2,1,1,1,9500.0,1
67578,3,0,1,0,,0
67670,1,0,1,0,,0
67735,2,0,1,0,,0
67742,1,0,1,0,,0
67758,2,0,1,0,,0
68024,4,1,1,1,2900.0,1
68248,1,0,1,0,,0
68446,1,0,1,0,,0
68580,4,1,1,1,450.0,1
68825,1,0,1,0,,0
69016,1,0,1,0,,0
69023,1,0,1,0,,0
69273,4,1,1,1,10.0,1
69573,1,0,1,0,,0
69660,1,0,1,0,,0
70415,5,1,1,1,2000.0,1
70488,4,1,1,1,70.0,1
70597,4,1,1,1,40.0,1
70752,6,0,1,0,,0
71294,1,0,1,0,,0
71497,1,0,1,0,,0
71503,1,0,1,0,,0
71513,6,0,1,0,,0
71650,5,1,1,1,47.0,1
72054,1,0,1,0,,0
72106,2,0,1,0,,0
72339,4,0,1,0,,0
72487,3,0,1,0,,0
72599,2,0,1,0,,0
72632,1,0,1,0,,0
72978,2,1,1,1,500.0,1
73090,5,1,1,1,970.0,1
73398,1,1,1,1,250.0,1
73583,1,0,1,0,,0
73636,4,1,1,1,450.0,1
73689,3,1,1,1,270.0,1
73692,1,0,1,0,,0
73696,1,0,1,0,,0
73792,5,0,1,0,,0
73815,1,0,1,0,,0
73840,4,0,1,0,,0
73931,3,0,1,0,,0
74304,1,0,1,0,,0
74335,2,0,1,0,,0
74544,4,1,1,1,50.0,1
74566,3,0,1,0,,0
74618,5,0,1,0,,0
74628,1,0,1,0,,0
75069,3,0,1,0,,0
75114,21,4,1,1,5000.0,1
75119,1,0,1,0,,0
75630,4,0,1,0,,0
75816,2,0,1,0,,0
75846,11,1,1,1,7.0,1
75912,1,0,1,0,,0
76120,2,0,1,0,,0
76241,16,0,1,0,,0
76287,1,0,1,0,,0
76420,7,0,1,0,,0
76922,6,0,1,0,,0
77162,1,0,1,0,,0
77220,1,1,1,1,450.0,1
77358,4,0,1,0,,0
77666,1,0,1,0,,0
77731,3,1,1,1,97.0,1
77821,1,0,1,0,,0
77944,2,1,1,1,-24000.0,-1
78042,4,0,1,0,,0
78062,1,0,1,0,,0
78206,5,0,1,0,,0
78281,1,0,1,0,,0
78505,2,0,1,0,,0
78655,1,0,1,0,,0
79281,2,0,1,0,,0
79301,1,0,1,0,,0
79452,1,0,1,0,,0
79548,1,0,1,0,,0
79563,3,1,1,1,900.0,1
79594,4,0,1,0,,0
79647,5,0,1,0,,0
79680,3,0,1,0,,0
79715,1,0,1,0,,0
79717,1,1,1,1,95.9,1
79853,1,0,1,0,,0
80028,12,0,1,0,,0
80164,4,0,1,0,,0
80335,12,0,1,0,,0
80394,1,0,1,0,,0
80551,1,0,1,0,,0
80673,4,0,1,0,,0
80770,1,0,1,0,,0
80800,1,0,1,0,,0
80882,1,1,1,1,400.0,1
81196,2,0,1,0,,0
81344,2,0,1,0,,0
81375,2,0,1,0,,0
81423,7,1,1,1,10.0,1
81428,1,0,1,0,,0
81783,1,0,1,0,,0
81795,2,0,1,0,,0
82013,10,3,1,1,201.0,1
82026,3,1,1,1,50.0,1
82125,1,0,1,0,,0
82205,1,1,1,1,90.0,1
82410,2,0,1,0,,0
82580,3,0,1,0,,0
82611,1,0,1,0,,0
82835,2,0,1,0,,0
83295,4,1,1,1,51.0,1
83747,2,1,1,1,2000.0,1
83973,8,1,1,1,250.0,1
83999,1,1,1,1,400.0,1
84093,3,0,1,0,,0
84176,2,0,1,0,,0
84564,1,0,1,0,,0
84937,2,0,1,0,,0
84988,1,0,1,0,,0
85141,1,0,1,0,,0
85292,1,0,1,0,,0
85425,2,0,1,0,,0
85439,2,0,1,0,,0
85560,6,1,1,1,900.0,1
85642,3,0,1,0,,0
85745,3,0,1,0,,0
85763,2,0,1,0,,0
86161,1,0,1,0,,0
86550,5,3,1,1,597.0,1
86704,1,1,1,1,50.0,1
86708,2,1,1,1,70.0,1
86775,2,0,1,0,,0
87005,2,0,1,0,,0
87048,1,0,1,0,,0
87179,6,0,1,0,,0
87509,3,0,1,0,,0
87691,1,1,1,1,190.0,1
87869,1,0,1,0,,0
87937,4,0,1,0,,0
88024,1,0,1,0,,0
88028,5,1,1,1,50.0,1
88053,1,0,1,0,,0
88343,3,0,1,0,,0
88364,5,2,1,1,400.0,1
88527,3,1,1,1,47.0,1
88947,3,0,1,0,,0
89425,2,0,1,0,,0
