EID,WSBR,WSENDBR,BSBR,BSENDBR,COUNTBR,ENDBR
398198,,,1,1,1,1
398252,1,1,,,1,1
398277,1,,,,1,
398339,,,1,,1,
398389,,,2,,2,
398447,1,1,,,1,1
398489,,,1,1,1,1
398494,1,1,,,1,1
398529,,,1,1,1,1
398545,,,1,,1,
398564,2,2,,,2,2
398592,2,1,,,2,1
398640,1,1,,,1,1
398642,1,1,1,1,2,2
398662,1,,,,1,
398705,,,1,,1,
398739,,,1,,1,
398826,1,,,,1,
398846,6,1,3,,9,1
398874,1,,,,1,
398884,2,2,,,2,2
398931,,,1,,1,
398942,,,1,,1,
399004,,,2,1,2,1
399007,,,1,,1,
399033,,,1,,1,
399035,1,1,2,2,3,3
399116,2,1,,,2,1
399155,3,,,,3,
399197,1,1,,,1,1
399286,1,,,,1,
399387,,,1,1,1,1
399404,1,1,,,1,1
399435,,,1,1,1,1
399443,,,1,,1,
399450,1,,,,1,
399472,,,1,,1,
399480,24,10,,,24,10
399486,2,,,,2,
399491,,,1,,1,
399493,,,1,1,1,1
399495,,,2,,2,
399507,1,,,,1,
399524,1,,,,1,
399568,2,1,,,2,1
399577,,,1,,1,
399629,1,1,,,1,1
399634,,,1,1,1,1
399682,2,2,,,2,2
399697,,,1,1,1,1
399743,,,2,,2,
399751,,,1,1,1,1
399799,,,3,,3,
399813,1,,,,1,
399852,,,1,1,1,1
399861,1,,,,1,
399953,,,1,,1,
399961,3,3,1,1,4,4
400062,,,3,3,3,3
400067,1,,,,1,
400094,,,1,,1,
400126,2,,,,2,
400200,,,1,,1,
400208,1,,,,1,
400310,,,2,1,2,1
400326,,,1,,1,
400335,,,1,1,1,1
400349,,,1,1,1,1
400376,,,1,,1,
400403,,,1,,1,
400408,2,2,2,,4,2
400441,1,,,,1,
400448,2,1,9,1,11,2
400459,1,,1,1,2,1
400499,1,,,,1,
400500,,,1,,1,
400576,,,1,,1,
400582,,,1,1,1,1
400589,,,1,1,1,1
400620,,,2,1,2,1
400666,,,1,,1,
400685,,,4,,4,
400759,,,1,1,1,1
400770,,,1,1,1,1
400775,,,1,1,1,1
400811,,,4,3,4,3
400814,,,5,5,5,5
400897,,,2,,2,
400948,1,1,,,1,1
400955,,,1,1,1,1
400983,,,1,,1,
400994,1,,,,1,
401056,6,1,1,,7,1
401078,,,2,2,2,2
401100,2,1,,,2,1
401149,1,1,,,1,1
401162,1,,,,1,
401167,2,1,,,2,1
401178,1,1,,,1,1
401218,14,1,2,,16,1
401250,1,,,,1,
401313,1,,,,1,
401318,,,1,,1,
401366,,,1,,1,
401372,2,,,,2,
401387,1,1,,,1,1
401397,,,1,,1,
401415,,,1,1,1,1
401437,,,1,1,1,1
401441,,,1,,1,
401446,,,2,1,2,1
401472,,,2,,2,
401482,,,20,17,20,17
401524,1,,,,1,
401547,7,3,2,,9,3
401594,,,1,1,1,1
401603,,,1,,1,
401615,,,1,1,1,1
401621,1,1,,,1,1
401668,1,,,,1,
401697,1,,,,1,
401719,,,1,,1,
401726,1,,,,1,
401731,1,,3,,4,
401755,1,1,,,1,1
401808,,,1,1,1,1
401841,,,1,,1,
401861,,,1,1,1,1
401905,,,4,,4,
401916,,,5,4,5,4
401919,2,2,,,2,2
402019,,,1,,1,
402030,,,1,,1,
402036,,,1,,1,
402053,2,2,,,2,2
402058,1,1,1,1,2,2
402074,,,1,,1,
402100,,,1,,1,
402124,1,,,,1,
402126,1,,1,,2,
402138,2,2,,,2,2
402142,1,,1,,2,
402159,,,1,,1,
402161,1,1,,,1,1
402176,1,,,,1,
402219,,,1,1,1,1
402226,,,1,,1,
402231,,,4,2,4,2
402243,,,1,1,1,1
402252,2,2,,,2,2
402266,,,7,,7,
402305,,,1,1,1,1
402308,,,1,1,1,1
402381,,,1,,1,
402391,,,3,2,3,2
402399,1,,,,1,
402415,,,2,1,2,1
402423,4,1,,,4,1
402432,1,1,,,1,1
402433,13,,1,,14,
402443,1,,,,1,
402502,,,2,1,2,1
402591,,,1,,1,
402637,3,2,,,3,2
402643,1,,1,,2,
402660,1,1,,,1,1
402699,9,,,,9,
402709,,,1,1,1,1
402714,,,1,1,1,1
402734,,,5,,5,
402744,5,5,,,5,5
402749,,,1,,1,
402789,,,1,,1,
402798,,,1,,1,
402809,,,4,,4,
402810,,,1,,1,
402887,2,1,2,2,4,3
402893,,,2,1,2,1
402919,1,,,,1,
402930,,,23,14,23,14
402932,3,,,,3,
402941,,,1,1,1,1
402946,,,1,,1,
402971,1,,2,2,3,2
402973,,,1,,1,
402991,,,1,1,1,1
403063,1,1,,,1,1
403083,,,2,1,2,1
403085,,,1,1,1,1
403093,,,2,,2,
403102,,,5,,5,
403104,1,1,,,1,1
403110,4,1,,,4,1
403143,,,1,1,1,1
403176,1,,,,1,
403220,1,,,,1,
403278,,,1,,1,
403294,,,16,9,16,9
403307,,,1,1,1,1
403315,2,,,,2,
403317,,,2,2,2,2
403335,1,1,,,1,1
403350,,,1,1,1,1
403354,,,1,,1,
403435,6,2,,,6,2
403465,1,,,,1,
403501,5,5,2,2,7,7
403506,6,6,1,1,7,7
403518,1,,,,1,
403598,1,,,,1,
403677,1,,,,1,
403688,1,,,,1,
403716,1,1,,,1,1
403744,,,1,1,1,1
403782,,,3,3,3,3
403783,1,,,,1,
403796,16,4,1,1,17,5
403829,,,1,,1,
403896,,,1,,1,
403938,,,1,,1,
403956,,,2,2,2,2
403971,1,1,2,1,3,2
403998,,,1,1,1,1
404021,1,,,,1,
404023,1,1,,,1,1
404034,,,1,1,1,1
404042,7,2,,,7,2
404077,,,1,,1,
404128,155,54,1,,156,54
404165,,,283,146,283,146
404218,,,1,1,1,1
404235,,,1,,1,
404245,,,1,,1,
404273,1,,,,1,
404275,1,,,,1,
404346,,,2,,2,
404351,1,1,2,2,3,3
404358,1,,,,1,
404361,1,,,,1,
404394,1,,,,1,
404443,,,4,,4,
404452,1,,,,1,
404461,,,2,2,2,2
404514,,,1,1,1,1
404515,,,1,1,1,1
404559,1,,,,1,
404583,,,1,,1,
404595,12,6,12,5,24,11
404675,,,2,2,2,2
404677,1,1,,,1,1
404699,1,,,,1,
404717,,,3,,3,
404772,,,2,1,2,1
404786,2,,,,2,
404816,1,1,,,1,1
404875,1,,,,1,
404887,,,1,,1,
404900,3,1,1,1,4,2
404958,1,,,,1,
404968,1,,,,1,
404981,3,,,,3,
405009,,,1,,1,
405061,,,6,3,6,3
405067,,,1,,1,
405068,,,1,,1,
405096,,,1,1,1,1
405111,,,7,4,7,4
405123,2,2,,,2,2
405151,,,1,1,1,1
405246,,,1,1,1,1
405259,,,1,1,1,1
405280,2,,,,2,
405296,,,1,,1,
405338,,,1,,1,
405342,,,1,1,1,1
405361,,,1,,1,
405388,,,1,1,1,1
405392,2,,1,,3,
405409,,,3,,3,
405451,,,1,,1,
405460,20869,2169,126,50,20995,2219
405489,,,1,1,1,1
405561,,,1,,1,
405563,22,7,,,22,7
405645,,,1,1,1,1
405657,,,3,3,3,3
405677,,,2,,2,
405706,,,12,2,12,2
405711,,,1,1,1,1
405730,,,1,1,1,1
405740,25,,,,25,
405772,,,1,1,1,1
405845,1,,1,1,2,1
405910,,,1,,1,
405924,1,1,,,1,1
405932,3,2,1,,4,2
405946,,,1,,1,
405947,,,1,1,1,1
405972,,,1,1,1,1
406053,4,3,,,4,3
406114,6,3,1,,7,3
406125,,,1,1,1,1
406131,,,5,5,5,5
406140,,,1,,1,
406170,1,1,,,1,1
406203,,,1,,1,
406246,,,1,,1,
406288,,,1,1,1,1
406314,4,3,,,4,3
406324,,,1,,1,
406362,,,2,1,2,1
406403,,,1,,1,
406447,,,1,1,1,1
406451,,,1,1,1,1
406470,,,1,,1,
406482,2,,,,2,
406497,,,1,,1,
406513,,,1,1,1,1
406539,,,1,1,1,1
406553,,,1,1,1,1
406578,2,,,,2,
406584,,,5,4,5,4
406589,9,1,,,9,1
406590,,,2,2,2,2
406599,1,1,,,1,1
406651,2,,,,2,
406671,2,1,,,2,1
406774,7,1,21,10,28,11
406801,,,1,,1,
406814,,,1,,1,
406815,,,2,1,2,1
406861,,,1,,1,
406886,,,1,,1,
406971,1,,1,,2,
407069,,,145,145,145,145
407083,,,1,,1,
407116,,,1,,1,
407131,6,6,,,6,6
407156,,,1,1,1,1
407182,,,1,,1,
407183,,,1,1,1,1
407202,1,1,,,1,1
407237,,,1,,1,
407266,,,1,1,1,1
407275,,,1,1,1,1
407319,1,1,,,1,1
407341,,,1,,1,
407355,1,,,,1,
407362,,,2,2,2,2
407365,,,1,,1,
407379,1,1,,,1,1
407395,,,1,,1,
407428,,,1,,1,
407500,,,1,1,1,1
407520,2,1,,,2,1
407570,,,1,1,1,1
407588,2,1,,,2,1
407603,,,1,,1,
407647,,,1,,1,
407664,,,1,1,1,1
407695,,,1,,1,
407706,1,,1,,2,
407727,,,1,,1,
407751,1,,,,1,
407754,,,1,,1,
407769,,,1,,1,
407842,2,,2,,4,
407844,,,2,,2,
407859,,,1,,1,
407891,,,1,,1,
407933,1,,,,1,
407935,1,,,,1,
408003,10,4,,,10,4
408021,1,1,2,1,3,2
408043,,,1,1,1,1
408057,,,4,3,4,3
408083,1,,,,1,
408086,,,1,1,1,1
408094,1,,,,1,
408181,,,1,,1,
408192,,,1,1,1,1
408200,,,5,2,5,2
408210,1,,,,1,
408308,1,1,,,1,1
408329,,,1,1,1,1
408460,1,,,,1,
408466,3,2,,,3,2
408473,,,1,1,1,1
408490,,,1,1,1,1
408562,,,1,,1,
408570,,,3,,3,
408608,4,3,1,1,5,4
408612,1,,,,1,
408641,5,2,1,1,6,3
408651,,,1,,1,
408706,,,1,1,1,1
408740,43,1,2,,45,1
408795,,,1,,1,
408819,,,1,1,1,1
408871,1,,,,1,
408938,25,4,4,1,29,5
408955,,,1,,1,
408956,,,1,1,1,1
408971,1,1,,,1,1
408979,,,1,,1,
409033,3,3,,,3,3
409036,,,1,1,1,1
409041,1,,3,,4,
409061,2,1,,,2,1
409116,1,1,,,1,1
409121,1,1,,,1,1
409211,3,,,,3,
409217,1,,,,1,
409302,,,1,1,1,1
409332,,,1,,1,
409416,,,1,,1,
409442,,,1,1,1,1
409499,,,2,,2,
409508,3,,1,,4,
409526,5,1,,,5,1
409547,1,1,,,1,1
409593,1,1,,,1,1
409697,,,1,1,1,1
409731,,,1,,1,
409739,,,1,,1,
409768,,,1,,1,
409786,,,1,1,1,1
409813,,,1,1,1,1
409815,,,2,1,2,1
409816,1,,,,1,
409840,12,1,1,,13,1
409876,1,,,,1,
409937,,,1,,1,
409967,,,1,1,1,1
410000,,,1,1,1,1
410009,,,3,1,3,1
410029,,,1,,1,
410051,2,1,,,2,1
410052,2,,,,2,
410056,,,2,,2,
410082,2,,,,2,
410158,2,2,,,2,2
410177,3,1,,,3,1
410353,2,2,,,2,2
410362,,,1,,1,
410395,2,,,,2,
410438,5,,,,5,
410440,,,2,1,2,1
410466,1,,,,1,
410486,1,,,,1,
410511,1,1,,,1,1
410514,1,,,,1,
410615,,,4,,4,
410637,2,1,,,2,1
410644,,,2,,2,
410694,,,2,,2,
410731,,,4,,4,
410750,,,1,1,1,1
410753,1,,1,1,2,1
410796,,,1,,1,
410805,,,2,2,2,2
410817,,,1,1,1,1
410931,1,,1,1,2,1
410933,,,1,,1,
410936,,,1,1,1,1
410937,,,1,,1,
410941,,,1,1,1,1
410985,,,2,1,2,1
411037,2,1,,,2,1
411042,1,1,7,3,8,4
411047,,,1,1,1,1
411050,,,1,,1,
411074,,,1,,1,
411185,5,2,,,5,2
411187,,,2,,2,
411252,1,,1,,2,
411257,1,1,,,1,1
411288,,,1,,1,
411319,,,4,4,4,4
411423,,,1,1,1,1
411470,,,1,1,1,1
411584,,,1,,1,
411619,1,,,,1,
411659,1,1,,,1,1
411677,1,1,,,1,1
411716,,,3,,3,
411726,,,1,,1,
411759,2,1,,,2,1
411799,,,1,,1,
411804,19,11,2,1,21,12
411811,,,1,1,1,1
411812,,,11,2,11,2
411816,,,1,,1,
411819,1,,,,1,
411830,,,1,,1,
411872,,,1,,1,
411887,1,1,,,1,1
411945,,,2,2,2,2
411995,,,1,,1,
412011,2,,1,,3,
412015,1,1,8,6,9,7
412017,,,1,1,1,1
412034,1,,,,1,
412052,1,,,,1,
412058,,,1,,1,
412060,,,1,,1,
412109,1,,,,1,
412158,,,1,,1,
412166,,,1,,1,
412183,,,1,,1,
412196,,,1,1,1,1
412198,,,1,,1,
412329,2,1,1,1,3,2
412349,,,17,2,17,2
412408,,,1,1,1,1
412411,,,1,1,1,1
412468,2,2,,,2,2
412485,,,1,1,1,1
412554,,,1,,1,
412575,,,1,1,1,1
412578,1,1,,,1,1
412604,1,1,,,1,1
412639,,,1,,1,
412650,1,1,,,1,1
412660,,,1,,1,
412663,,,1,,1,
412753,,,1,,1,
412877,1,,,,1,
412905,,,1,1,1,1
412911,,,1,1,1,1
412945,,,2,1,2,1
413020,,,1,1,1,1
413030,6,6,,,6,6
413161,1,1,1,1,2,2
413183,,,1,1,1,1
413189,1,1,3,2,4,3
413192,2,1,,,2,1
413206,1,1,,,1,1
413219,18,7,3,,21,7
413222,3,,,,3,
413233,,,1,1,1,1
413237,3,,3,,6,
413245,2,1,,,2,1
413252,,,1,1,1,1
413278,1,,,,1,
413304,,,1,,1,
413387,,,1,,1,
413418,,,1,,1,
413423,,,1,,1,
413469,4,3,,,4,3
413473,,,1,,1,
413496,,,1,1,1,1
413533,2,,2,1,4,1
413557,1,,,,1,
413582,,,1,1,1,1
413615,1,1,,,1,1
413637,,,1,1,1,1
413667,,,1,1,1,1
413676,1,,,,1,
413690,,,1,,1,
413720,,,1,,1,
413736,,,1,,1,
413750,,,1,1,1,1
413782,1,1,,,1,1
413797,,,1,,1,
413807,,,1,,1,
413887,,,1,,1,
413904,1,,,,1,
414029,,,1,1,1,1
414123,,,1,,1,
414176,1,,,,1,
414182,1,,,,1,
414241,,,2,2,2,2
414246,,,2,,2,
414263,1,1,,,1,1
414270,1,,,,1,
414283,1,1,1,1,2,2
414288,1,1,,,1,1
414379,,,1,1,1,1
414380,,,1,,1,
414463,4,3,,,4,3
414464,,,3,1,3,1
414477,1,1,,,1,1
414485,1,1,,,1,1
414521,1,,,,1,
414524,,,1,,1,
414560,,,1,,1,
414577,,,1,1,1,1
414643,2,2,1,1,3,3
414664,2,2,,,2,2
414684,,,1,1,1,1
414743,3,,,,3,
414749,3,3,,,3,3
414800,,,1,1,1,1
414802,,,1,,1,
414841,,,1,1,1,1
414860,,,1,,1,
414865,1,,1,,2,
414868,,,2,,2,
414887,,,2,1,2,1
414905,3,1,,,3,1
414910,1,1,,,1,1
414940,,,7,4,7,4
414956,,,3,3,3,3
414970,,,1,1,1,1
415022,,,1,,1,
415062,,,1,1,1,1
415120,2,,,,2,
415136,2,1,,,2,1
415198,1,1,,,1,1
415266,,,1,,1,
415284,,,1,,1,
415323,,,1,1,1,1
415335,4,,,,4,
415365,1,1,,,1,1
415465,,,1,,1,
415466,,,1,,1,
415515,,,1,1,1,1
415612,,,2,1,2,1
415643,,,1,1,1,1
415671,18,18,,,18,18
415687,2,1,,,2,1
415698,2,2,,,2,2
415755,1,1,,,1,1
415855,,,1,1,1,1
415858,,,1,1,1,1
415894,2,1,,,2,1
415906,6,6,,,6,6
415918,,,1,,1,
415941,3,,,,3,
415953,,,1,,1,
415957,1,1,,,1,1
415963,,,3,,3,
416020,,,2,,2,
416036,,,1,1,1,1
416076,,,1,,1,
416167,,,2,1,2,1
416190,5,,,,5,
416191,,,1,1,1,1
416200,1,,,,1,
416201,,,3,1,3,1
416204,5,1,,,5,1
416238,1,1,,,1,1
416248,,,1,1,1,1
416261,,,1,1,1,1
416284,,,1,,1,
416357,1,,,,1,
416371,2,,,,2,
416387,1,1,,,1,1
416397,,,1,,1,
416400,,,9,7,9,7
416410,,,1,,1,
416617,,,3,3,3,3
416621,,,1,,1,
416632,,,1,1,1,1
416636,,,1,1,1,1
416666,,,1,,1,
416668,,,20,,20,
416672,1,1,,,1,1
416678,3,2,,,3,2
416702,,,2,1,2,1
416772,,,2,,2,
416775,,,1,1,1,1
416821,,,1,1,1,1
416843,,,2,2,2,2
416854,,,1,1,1,1
416930,,,1,,1,
416934,,,2,,2,
416965,,,1,1,1,1
416972,1,,,,1,
417020,,,1,1,1,1
417075,,,2,1,2,1
417092,12,1,,,12,1
417102,,,1,,1,
417129,1,1,1,1,2,2
417135,,,1,,1,
417152,,,3,2,3,2
417220,4,,,,4,
417255,,,1,1,1,1
417266,,,1,1,1,1
417301,,,1,1,1,1
417338,3,1,1,,4,1
417348,1,,,,1,
417355,,,1,1,1,1
417370,1,,14,4,15,4
417372,,,1,,1,
417401,,,5,3,5,3
417416,,,1,1,1,1
417422,1,,,,1,
417459,4,1,2,,6,1
417478,,,1,,1,
417569,1,,1,1,2,1
417585,11,6,,,11,6
417620,,,1,,1,
417660,,,1,1,1,1
417729,,,1,1,1,1
417739,,,1,1,1,1
417742,2,2,,,2,2
417761,1,1,,,1,1
417818,,,1,,1,
417820,,,2,,2,
417853,,,1,,1,
417902,,,1,,1,
417908,,,2,1,2,1
417950,1,1,,,1,1
417966,1,,,,1,
418003,,,1,,1,
418010,,,1,,1,
418043,,,2,,2,
418089,1,,2,1,3,1
418101,1,,1,,2,
418125,,,1,1,1,1
418161,1,,,,1,
418171,4,3,,,4,3
418182,,,1,1,1,1
418224,,,1,,1,
418225,,,1,,1,
418238,,,1,,1,
418245,1,,2,1,3,1
418257,,,1,1,1,1
418306,,,1,,1,
418502,,,1,,1,
418532,,,1,,1,
418567,,,1,,1,
418575,,,1,,1,
418576,,,1,1,1,1
418628,,,1,1,1,1
418737,,,1,,1,
418774,,,1,1,1,1
418783,,,1,,1,
418825,2,,,,2,
418871,,,1,1,1,1
418919,1,1,,,1,1
418930,,,1,1,1,1
419024,,,1,1,1,1
419052,2,1,,,2,1
419095,,,2,1,2,1
419161,1,,,,1,
419168,,,1,,1,
419171,,,1,,1,
419181,,,1,1,1,1
419263,,,1,1,1,1
419300,,,4,2,4,2
419350,,,1,,1,
419353,,,6,3,6,3
419362,,,2,,2,
419364,,,1,1,1,1
419391,1,1,,,1,1
419396,1,,,,1,
419493,,,1,,1,
419568,,,1,,1,
419578,,,1,,1,
419596,1,1,,,1,1
419604,1,,,,1,
419626,,,1,,1,
419646,,,1,,1,
419714,1,,,,1,
419719,,,1,1,1,1
419738,,,1,1,1,1
419746,1,,,,1,
419767,2,1,,,2,1
419771,,,1,,1,
419779,,,3,2,3,2
419781,1,1,,,1,1
419787,,,1,,1,
419800,1,,,,1,
419806,,,2,1,2,1
419810,56,3,1,,57,3
419911,,,1,,1,
419947,13,6,5,,18,6
419969,,,1,1,1,1
420038,1,,,,1,
420089,1,1,,,1,1
420095,,,1,1,1,1
420107,,,1,,1,
420114,,,2,1,2,1
420132,,,2,,2,
420151,,,1,,1,
420209,9,3,,,9,3
420220,,,1,,1,
420233,,,1,,1,
420257,,,1,1,1,1
420332,3,2,9,4,12,6
420338,1,,,,1,
420401,1,,,,1,
420416,,,1,1,1,1
420427,1,1,1,,2,1
420429,,,2,1,2,1
420470,,,1,1,1,1
420482,1,,,,1,
420500,,,3,,3,
420548,1,1,,,1,1
420561,,,3,2,3,2
420566,1,1,,,1,1
420580,,,3,1,3,1
420596,,,2,2,2,2
420689,,,1,1,1,1
420717,1,,,,1,
420725,,,1,,1,
420748,2,,,,2,
420774,,,1,,1,
420777,,,1,1,1,1
420782,5,,,,5,
420801,,,1,,1,
420804,,,7,1,7,1
420810,1,1,,,1,1
420825,,,7,6,7,6
420861,,,1,,1,
420862,1,,,,1,
420877,1,,,,1,
420908,,,61,6,61,6
420945,1,1,,,1,1
420994,,,1,,1,
421024,,,1,,1,
421071,1,,,,1,
421077,1,1,,,1,1
421080,1,,,,1,
421212,,,1,,1,
421246,1,,,,1,
421247,,,1,1,1,1
421254,1,,,,1,
421270,1,1,12,3,13,4
421350,,,1,,1,
421366,,,1,,1,
421393,,,3,3,3,3
421411,1,1,,,1,1
421514,,,1,,1,
421540,1,1,,,1,1
421565,,,1,1,1,1
421570,1,,,,1,
421584,4,,1,1,5,1
421611,,,1,,1,
421639,1,1,,,1,1
421644,1,,,,1,
421662,,,1,,1,
421667,,,1,,1,
421672,1,,,,1,
421689,,,1,,1,
421748,1,,,,1,
421772,,,1,,1,
421806,1,1,,,1,1
421818,,,1,1,1,1
421832,,,6,5,6,5
421833,,,1,1,1,1
421866,1,1,,,1,1
421872,,,1,,1,
421896,,,4,1,4,1
421904,1,,,,1,
421914,,,1,1,1,1
421924,,,1,1,1,1
421971,1,1,,,1,1
422014,,,1,,1,
422015,3,3,,,3,3
422051,,,1,1,1,1
422088,,,1,,1,
422146,,,2,1,2,1
422158,,,1,1,1,1
422162,2,2,4,,6,2
422164,,,1,1,1,1
422180,1,1,,,1,1
422293,,,1,,1,
422297,,,2,,2,
422341,,,2,,2,
422413,5,3,,,5,3
422446,,,1,1,1,1
422528,,,1,1,1,1
422534,,,3,3,3,3
422548,1,1,,,1,1
422574,,,6,6,6,6
422595,1,,,,1,
422613,1,1,,,1,1
422626,,,2,1,2,1
422703,1,,,,1,
422784,,,1,,1,
422843,,,11,3,11,3
422852,,,1,1,1,1
422906,,,1,1,1,1
422914,,,1,1,1,1
422961,,,1,,1,
423034,,,2,2,2,2
423042,1,1,,,1,1
423053,3,,,,3,
423056,,,1,,1,
423076,1,1,,,1,1
423242,,,3,1,3,1
423246,,,1,,1,
423252,,,2,,2,
423255,,,1,1,1,1
423269,1,,,,1,
423337,2,,,,2,
423354,,,1,,1,
423381,1,,,,1,
423442,1,,,,1,
423487,7,,1,,8,
423503,,,1,1,1,1
423520,,,1,1,1,1
423524,1,,,,1,
423533,,,1,1,1,1
423549,1,1,,,1,1
423568,,,1,1,1,1
423574,1,,,,1,
423626,1,1,,,1,1
423653,,,1,,1,
423659,4,4,,,4,4
423679,,,1,,1,
423694,,,1,1,1,1
423743,,,1,,1,
423753,,,2,2,2,2
423758,1,,,,1,
423814,2,1,2,1,4,2
423847,,,1,1,1,1
423860,2,,,,2,
423862,7,2,3,3,10,5
423882,,,1,,1,
423917,1,,,,1,
423924,1,1,,,1,1
423978,1,,,,1,
423983,,,5,4,5,4
423984,1,,,,1,
423997,,,6,,6,
424047,,,1,1,1,1
424104,,,1,,1,
424107,,,1,1,1,1
424130,,,1,1,1,1
424133,,,1,1,1,1
424143,3,2,2,1,5,3
424146,,,5,1,5,1
424226,1,1,,,1,1
424243,,,1,,1,
424258,,,1,1,1,1
424290,3,2,,,3,2
424292,,,1,,1,
424293,,,1,,1,
424319,1,1,,,1,1
424413,,,1,,1,
424473,,,1,,1,
424477,,,1,1,1,1
424526,1,1,,,1,1
424531,1,1,,,1,1
424545,,,1,1,1,1
424563,1,1,,,1,1
424597,,,1,1,1,1
424605,,,1,1,1,1
424619,,,1,,1,
424633,,,1,1,1,1
424660,1,1,,,1,1
424663,,,2,1,2,1
424671,,,1,1,1,1
424704,1,1,,,1,1
424719,1,1,,,1,1
424832,,,1,,1,
424887,1,,,,1,
424992,,,1,,1,
425024,,,1,,1,
425030,,,1,,1,
425092,1,,,,1,
425107,,,1,1,1,1
425146,,,1,,1,
425204,1,,,,1,
425217,,,1,,1,
425233,,,2,2,2,2
425247,1,1,,,1,1
425276,1,,,,1,
425307,1,,,,1,
425382,1,1,,,1,1
425398,,,2,1,2,1
425412,1,1,,,1,1
425426,1,,,,1,
425433,,,1,1,1,1
425469,4,3,,,4,3
425483,,,1,,1,
425520,1,,,,1,
425536,,,1,,1,
425579,,,4,4,4,4
425585,1,,,,1,
425593,1,1,1,1,2,2
425596,1,,,,1,
425602,1,1,,,1,1
425659,,,1,1,1,1
425685,,,1,1,1,1
425698,6,,15,2,21,2
425782,1,,,,1,
425797,16,5,,,16,5
425821,7,4,,,7,4
425889,,,1,1,1,1
425920,1,1,,,1,1
425953,4,1,,,4,1
425961,,,1,,1,
426004,,,2,1,2,1
426008,2,2,,,2,2
426033,1,,,,1,
426042,1,,,,1,
426111,,,4,2,4,2
426122,1,,,,1,
426155,1,,,,1,
426189,,,1,,1,
426196,1,1,,,1,1
426228,,,1,1,1,1
426229,,,1,1,1,1
426251,,,1,,1,
426311,1,,,,1,
426382,,,1,1,1,1
426401,,,1,,1,
426434,1,1,,,1,1
426489,,,1,,1,
426516,,,1,1,1,1
426518,,,1,,1,
426585,5,1,10,4,15,5
426620,,,1,,1,
426628,1,1,,,1,1
426708,,,1,1,1,1
426712,2,2,,,2,2
426715,3,1,10,2,13,3
426721,,,2,,2,
426854,,,1,,1,
426887,1,,,,1,
426912,2,,,,2,
426918,,,1,,1,
426959,,,4,4,4,4
426968,1,,,,1,
426993,3,2,,,3,2
427001,,,1,,1,
427046,1,1,,,1,1
427063,1,1,,,1,1
427123,,,2,1,2,1
427170,,,1,,1,
427182,,,1,1,1,1
427195,1,,,,1,
427280,,,1,1,1,1
427321,,,1,,1,
427351,,,4,,4,
427384,,,1,,1,
427399,1,,,,1,
427436,1,1,,,1,1
427536,,,1,,1,
427633,2,2,,,2,2
427718,1,1,1,1,2,2
427799,,,1,,1,
427896,1,1,,,1,1
427909,1,,,,1,
427932,,,1,,1,
427990,1,,1,1,2,1
428015,,,4,3,4,3
428032,,,1,,1,
428045,,,1,,1,
428058,,,1,,1,
428102,,,3,3,3,3
428130,,,1,1,1,1
428144,2,1,,,2,1
428281,,,1,,1,
428317,1,1,,,1,1
428336,6,5,1,1,7,6
428369,,,1,,1,
428370,,,1,1,1,1
428399,1,,,,1,
428440,,,1,,1,
428470,,,1,1,1,1
428475,,,1,1,1,1
428494,,,1,1,1,1
428517,,,1,,1,
428554,1,1,,,1,1
428578,,,1,,1,
428619,,,1,1,1,1
428712,4,2,,,4,2
428758,1,1,,,1,1
428773,,,1,,1,
428775,3,1,1,,4,1
428870,,,3,3,3,3
428945,,,1,1,1,1
428958,2,,,,2,
428964,16,7,,,16,7
429013,,,1,1,1,1
429017,,,1,,1,
429045,3,,,,3,
429071,,,1,1,1,1
429109,,,2,,2,
429134,,,1,1,1,1
429167,1,,,,1,
429220,1,1,,,1,1
429289,,,1,1,1,1
429297,,,2,,2,
429301,1,,,,1,
429311,,,1,,1,
429327,,,1,,1,
429335,7,7,,,7,7
429445,,,2,,2,
429487,1,,,,1,
429493,1,1,,,1,1
429547,,,1,1,1,1
429565,1,1,,,1,1
429584,,,1,,1,
429601,1,1,,,1,1
429636,3,1,,,3,1
429713,,,1,,1,
429731,,,2,,2,
429738,1,,,,1,
429741,,,1,,1,
429742,1,1,,,1,1
429799,,,1,1,1,1
429839,,,2,1,2,1
429929,1,1,,,1,1
429943,,,1,1,1,1
429975,,,1,1,1,1
430006,3,3,,,3,3
430047,,,5,,5,
430092,4,1,,,4,1
430096,,,1,1,1,1
430124,,,1,,1,
430164,5,,5,,10,
430248,4,3,1,1,5,4
430252,,,1,,1,
430321,,,1,1,1,1
430363,1,,,,1,
430382,,,1,,1,
430437,,,1,,1,
430448,1,,,,1,
430482,1,,,,1,
430527,,,9,3,9,3
430530,,,3,3,3,3
430594,,,1,1,1,1
430612,14,9,1,1,15,10
430621,,,1,1,1,1
430623,,,1,,1,
430624,,,1,,1,
430630,,,1,,1,
430632,,,1,1,1,1
430692,,,1,1,1,1
430700,,,1,,1,
430724,1,,,,1,
430757,2,,1,,3,
430769,,,1,,1,
430896,,,2,,2,
431007,,,1,,1,
431017,1,1,,,1,1
431028,,,1,,1,
431050,,,1,,1,
431056,1,1,,,1,1
431110,1,1,,,1,1
431309,,,1,,1,
431318,1,1,,,1,1
431319,,,1,1,1,1
431351,,,1,,1,
431411,,,2,2,2,2
431435,,,2,1,2,1
431463,,,1,1,1,1
431473,,,2,,2,
