EID,BR_COUNT,NORMAL_BR,END_BR,WS_BR,BS_BR,BS_NORMAL_BR,BS_END_BR,WS_NORMAL_BR,WS_END_BR,BRLIVE,BS_END_BR_LIVE,WS_END_BR_LIVE,BRLIVE_AVG,BS_END_BR_LIVE_AVG,WS_END_BR_LIVE_AVG
401250,1,1,0,1,0,0,0,1,0,,,,,,
401313,1,1,0,1,0,0,0,1,0,,,,,,
401318,1,1,0,0,1,1,0,0,0,,,,,,
401366,1,1,0,0,1,1,0,0,0,,,,,,
401372,2,2,0,2,0,0,0,2,0,,,,,,
401387,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
401397,1,1,0,0,1,1,0,0,0,,,,,,
401415,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
401437,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
401441,1,1,0,0,1,1,0,0,0,,,,,,
401446,2,1,1,0,2,1,1,0,0,3.0,3.0,0.0,3.0,3.0,
401472,2,2,0,0,2,2,0,0,0,,,,,,
401482,20,3,17,0,20,3,17,0,0,73.0,73.0,0.0,4.294117647058823,4.294117647058823,
401524,1,1,0,1,0,0,0,1,0,,,,,,
401547,9,6,3,7,2,2,0,4,3,12.0,0.0,12.0,4.0,,4.0
401594,1,0,1,0,1,0,1,0,0,12.0,12.0,0.0,12.0,12.0,
401603,1,1,0,0,1,1,0,0,0,,,,,,
401615,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
401621,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
401668,1,1,0,1,0,0,0,1,0,,,,,,
401697,1,1,0,1,0,0,0,1,0,,,,,,
401719,1,1,0,0,1,1,0,0,0,,,,,,
401726,1,1,0,1,0,0,0,1,0,,,,,,
401731,4,4,0,1,3,3,0,1,0,,,,,,
401755,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
401808,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
401841,1,1,0,0,1,1,0,0,0,,,,,,
401861,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
401905,4,4,0,0,4,4,0,0,0,,,,,,
401916,5,1,4,0,5,1,4,0,0,8.0,8.0,0.0,2.0,2.0,
401919,2,0,2,2,0,0,0,0,2,6.0,0.0,6.0,3.0,,3.0
402019,1,1,0,0,1,1,0,0,0,,,,,,
402030,1,1,0,0,1,1,0,0,0,,,,,,
402036,1,1,0,0,1,1,0,0,0,,,,,,
402053,2,0,2,2,0,0,0,0,2,8.0,0.0,8.0,4.0,,4.0
402058,2,0,2,1,1,0,1,0,1,6.0,2.0,4.0,3.0,2.0,4.0
402074,1,1,0,0,1,1,0,0,0,,,,,,
402100,1,1,0,0,1,1,0,0,0,,,,,,
402124,1,1,0,1,0,0,0,1,0,,,,,,
402126,2,2,0,1,1,1,0,1,0,,,,,,
402138,2,0,2,2,0,0,0,0,2,10.0,0.0,10.0,5.0,,5.0
402142,2,2,0,1,1,1,0,1,0,,,,,,
402159,1,1,0,0,1,1,0,0,0,,,,,,
402161,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
402176,1,1,0,1,0,0,0,1,0,,,,,,
402219,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
402226,1,1,0,0,1,1,0,0,0,,,,,,
402231,4,2,2,0,4,2,2,0,0,2.0,2.0,0.0,1.0,1.0,
402243,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
402252,2,0,2,2,0,0,0,0,2,3.0,0.0,3.0,1.5,,1.5
402266,7,7,0,0,7,7,0,0,0,,,,,,
402305,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
402308,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
402381,1,1,0,0,1,1,0,0,0,,,,,,
402391,3,1,2,0,3,1,2,0,0,4.0,4.0,0.0,2.0,2.0,
402399,1,1,0,1,0,0,0,1,0,,,,,,
402415,2,1,1,0,2,1,1,0,0,4.0,4.0,0.0,4.0,4.0,
402423,4,3,1,4,0,0,0,3,1,3.0,0.0,3.0,3.0,,3.0
402432,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
402433,14,14,0,13,1,1,0,13,0,,,,,,
402443,1,1,0,1,0,0,0,1,0,,,,,,
402502,2,1,1,0,2,1,1,0,0,5.0,5.0,0.0,5.0,5.0,
402591,1,1,0,0,1,1,0,0,0,,,,,,
402637,3,1,2,3,0,0,0,1,2,12.0,0.0,12.0,6.0,,6.0
402643,2,2,0,1,1,1,0,1,0,,,,,,
402660,1,0,1,1,0,0,0,0,1,9.0,0.0,9.0,9.0,,9.0
402699,9,9,0,9,0,0,0,9,0,,,,,,
402709,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
402714,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
402734,5,5,0,0,5,5,0,0,0,,,,,,
402744,5,0,5,5,0,0,0,0,5,6.0,0.0,6.0,1.2,,1.2
402749,1,1,0,0,1,1,0,0,0,,,,,,
402789,1,1,0,0,1,1,0,0,0,,,,,,
402798,1,1,0,0,1,1,0,0,0,,,,,,
402809,4,4,0,0,4,4,0,0,0,,,,,,
402810,1,1,0,0,1,1,0,0,0,,,,,,
402887,4,1,3,2,2,0,2,1,1,3.0,2.0,1.0,1.0,1.0,1.0
402893,2,1,1,0,2,1,1,0,0,2.0,2.0,0.0,2.0,2.0,
402919,1,1,0,1,0,0,0,1,0,,,,,,
402930,23,9,14,0,23,9,14,0,0,136.0,136.0,0.0,9.714285714285714,9.714285714285714,
402932,3,3,0,3,0,0,0,3,0,,,,,,
402941,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
402946,1,1,0,0,1,1,0,0,0,,,,,,
402971,3,1,2,1,2,0,2,1,0,4.0,4.0,0.0,2.0,2.0,
402973,1,1,0,0,1,1,0,0,0,,,,,,
402991,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
403063,1,0,1,1,0,0,0,0,1,7.0,0.0,7.0,7.0,,7.0
403083,2,1,1,0,2,1,1,0,0,8.0,8.0,0.0,8.0,8.0,
403085,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
403093,2,2,0,0,2,2,0,0,0,,,,,,
403102,5,5,0,0,5,5,0,0,0,,,,,,
403104,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
403110,4,3,1,4,0,0,0,3,1,2.0,0.0,2.0,2.0,,2.0
403143,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
403176,1,1,0,1,0,0,0,1,0,,,,,,
403220,1,1,0,1,0,0,0,1,0,,,,,,
403278,1,1,0,0,1,1,0,0,0,,,,,,
403294,16,7,9,0,16,7,9,0,0,207.0,207.0,0.0,23.0,23.0,
403307,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
403315,2,2,0,2,0,0,0,2,0,,,,,,
403317,2,0,2,0,2,0,2,0,0,16.0,16.0,0.0,8.0,8.0,
403335,1,0,1,1,0,0,0,0,1,6.0,0.0,6.0,6.0,,6.0
403350,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
403354,1,1,0,0,1,1,0,0,0,,,,,,
403435,6,4,2,6,0,0,0,4,2,2.0,0.0,2.0,1.0,,1.0
403465,1,1,0,1,0,0,0,1,0,,,,,,
403501,7,0,7,5,2,0,2,0,5,13.0,3.0,10.0,1.8571428571428572,1.5,2.0
403506,7,0,7,6,1,0,1,0,6,32.0,5.0,27.0,4.571428571428571,5.0,4.5
403518,1,1,0,1,0,0,0,1,0,,,,,,
403598,1,1,0,1,0,0,0,1,0,,,,,,
403677,1,1,0,1,0,0,0,1,0,,,,,,
403688,1,1,0,1,0,0,0,1,0,,,,,,
403716,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
403744,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
403782,3,0,3,0,3,0,3,0,0,18.0,18.0,0.0,6.0,6.0,
403783,1,1,0,1,0,0,0,1,0,,,,,,
403796,17,12,5,16,1,0,1,12,4,11.0,2.0,9.0,2.2,2.0,2.25
403829,1,1,0,0,1,1,0,0,0,,,,,,
403896,1,1,0,0,1,1,0,0,0,,,,,,
403938,1,1,0,0,1,1,0,0,0,,,,,,
403956,2,0,2,0,2,0,2,0,0,20.0,20.0,0.0,10.0,10.0,
403971,3,1,2,1,2,1,1,0,1,2.0,0.0,2.0,1.0,0.0,2.0
403998,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
404021,1,1,0,1,0,0,0,1,0,,,,,,
404023,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
404034,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
404042,7,5,2,7,0,0,0,5,2,7.0,0.0,7.0,3.5,,3.5
404077,1,1,0,0,1,1,0,0,0,,,,,,
404128,156,102,54,155,1,1,0,101,54,66.0,0.0,66.0,1.2222222222222223,,1.2222222222222223
404165,283,137,146,0,283,137,146,0,0,210.0,210.0,0.0,1.4383561643835616,1.4383561643835616,
404218,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
404235,1,1,0,0,1,1,0,0,0,,,,,,
404245,1,1,0,0,1,1,0,0,0,,,,,,
404273,1,1,0,1,0,0,0,1,0,,,,,,
404275,1,1,0,1,0,0,0,1,0,,,,,,
404346,2,2,0,0,2,2,0,0,0,,,,,,
404351,3,0,3,1,2,0,2,0,1,7.0,5.0,2.0,2.3333333333333335,2.5,2.0
404358,1,1,0,1,0,0,0,1,0,,,,,,
404361,1,1,0,1,0,0,0,1,0,,,,,,
404394,1,1,0,1,0,0,0,1,0,,,,,,
404443,4,4,0,0,4,4,0,0,0,,,,,,
404452,1,1,0,1,0,0,0,1,0,,,,,,
404461,2,0,2,0,2,0,2,0,0,3.0,3.0,0.0,1.5,1.5,
404514,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
404515,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
404559,1,1,0,1,0,0,0,1,0,,,,,,
404583,1,1,0,0,1,1,0,0,0,,,,,,
404595,24,13,11,12,12,7,5,6,6,29.0,13.0,16.0,2.6363636363636362,2.6,2.6666666666666665
404675,2,0,2,0,2,0,2,0,0,8.0,8.0,0.0,4.0,4.0,
404677,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
404699,1,1,0,1,0,0,0,1,0,,,,,,
404717,3,3,0,0,3,3,0,0,0,,,,,,
404772,2,1,1,0,2,1,1,0,0,2.0,2.0,0.0,2.0,2.0,
404786,2,2,0,2,0,0,0,2,0,,,,,,
404816,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
404875,1,1,0,1,0,0,0,1,0,,,,,,
404887,1,1,0,0,1,1,0,0,0,,,,,,
404900,4,2,2,3,1,0,1,2,1,8.0,3.0,5.0,4.0,3.0,5.0
404958,1,1,0,1,0,0,0,1,0,,,,,,
404968,1,1,0,1,0,0,0,1,0,,,,,,
404981,3,3,0,3,0,0,0,3,0,,,,,,
405009,1,1,0,0,1,1,0,0,0,,,,,,
405061,6,3,3,0,6,3,3,0,0,7.0,7.0,0.0,2.3333333333333335,2.3333333333333335,
405067,1,1,0,0,1,1,0,0,0,,,,,,
405068,1,1,0,0,1,1,0,0,0,,,,,,
405096,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
405111,7,3,4,0,7,3,4,0,0,33.0,33.0,0.0,8.25,8.25,
405123,2,0,2,2,0,0,0,0,2,7.0,0.0,7.0,3.5,,3.5
405151,1,0,1,0,1,0,1,0,0,14.0,14.0,0.0,14.0,14.0,
405246,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
405259,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
405280,2,2,0,2,0,0,0,2,0,,,,,,
405296,1,1,0,0,1,1,0,0,0,,,,,,
405338,1,1,0,0,1,1,0,0,0,,,,,,
405342,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
405361,1,1,0,0,1,1,0,0,0,,,,,,
405388,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
405392,3,3,0,2,1,1,0,2,0,,,,,,
405409,3,3,0,0,3,3,0,0,0,,,,,,
405451,1,1,0,0,1,1,0,0,0,,,,,,
405460,20995,18776,2219,20869,126,76,50,18700,2169,14683.0,340.0,14343.0,6.616944569625957,6.8,6.612724757952973
405489,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
405561,1,1,0,0,1,1,0,0,0,,,,,,
405563,22,15,7,22,0,0,0,15,7,42.0,0.0,42.0,6.0,,6.0
405645,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
405657,3,0,3,0,3,0,3,0,0,19.0,19.0,0.0,6.333333333333333,6.333333333333333,
405677,2,2,0,0,2,2,0,0,0,,,,,,
405706,12,10,2,0,12,10,2,0,0,5.0,5.0,0.0,2.5,2.5,
405711,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
405730,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
405740,25,25,0,25,0,0,0,25,0,,,,,,
405772,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
405845,2,1,1,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,
405910,1,1,0,0,1,1,0,0,0,,,,,,
405924,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
405932,4,2,2,3,1,1,0,1,2,7.0,0.0,7.0,3.5,,3.5
405946,1,1,0,0,1,1,0,0,0,,,,,,
405947,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
405972,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
406053,4,1,3,4,0,0,0,1,3,9.0,0.0,9.0,3.0,,3.0
406114,7,4,3,6,1,1,0,3,3,11.0,0.0,11.0,3.6666666666666665,,3.6666666666666665
406125,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
406131,5,0,5,0,5,0,5,0,0,5.0,5.0,0.0,1.0,1.0,
406140,1,1,0,0,1,1,0,0,0,,,,,,
406170,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
406203,1,1,0,0,1,1,0,0,0,,,,,,
406246,1,1,0,0,1,1,0,0,0,,,,,,
406288,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
406314,4,1,3,4,0,0,0,1,3,12.0,0.0,12.0,4.0,,4.0
406324,1,1,0,0,1,1,0,0,0,,,,,,
406362,2,1,1,0,2,1,1,0,0,5.0,5.0,0.0,5.0,5.0,
406403,1,1,0,0,1,1,0,0,0,,,,,,
406447,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
406451,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
406470,1,1,0,0,1,1,0,0,0,,,,,,
406482,2,2,0,2,0,0,0,2,0,,,,,,
406497,1,1,0,0,1,1,0,0,0,,,,,,
406513,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
406539,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
406553,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
406578,2,2,0,2,0,0,0,2,0,,,,,,
406584,5,1,4,0,5,1,4,0,0,13.0,13.0,0.0,3.25,3.25,
406589,9,8,1,9,0,0,0,8,1,3.0,0.0,3.0,3.0,,3.0
406590,2,0,2,0,2,0,2,0,0,6.0,6.0,0.0,3.0,3.0,
406599,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
406651,2,2,0,2,0,0,0,2,0,,,,,,
406671,2,1,1,2,0,0,0,1,1,3.0,0.0,3.0,3.0,,3.0
406774,28,17,11,7,21,11,10,6,1,15.0,13.0,2.0,1.3636363636363635,1.3,2.0
406801,1,1,0,0,1,1,0,0,0,,,,,,
406814,1,1,0,0,1,1,0,0,0,,,,,,
406815,2,1,1,0,2,1,1,0,0,4.0,4.0,0.0,4.0,4.0,
406861,1,1,0,0,1,1,0,0,0,,,,,,
406886,1,1,0,0,1,1,0,0,0,,,,,,
406971,2,2,0,1,1,1,0,1,0,,,,,,
407069,145,0,145,0,145,0,145,0,0,1142.0,1142.0,0.0,7.875862068965517,7.875862068965517,
407083,1,1,0,0,1,1,0,0,0,,,,,,
407116,1,1,0,0,1,1,0,0,0,,,,,,
407131,6,0,6,6,0,0,0,0,6,12.0,0.0,12.0,2.0,,2.0
407156,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
407182,1,1,0,0,1,1,0,0,0,,,,,,
407183,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
407202,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
407237,1,1,0,0,1,1,0,0,0,,,,,,
407266,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
407275,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
407319,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
407341,1,1,0,0,1,1,0,0,0,,,,,,
407355,1,1,0,1,0,0,0,1,0,,,,,,
407362,2,0,2,0,2,0,2,0,0,6.0,6.0,0.0,3.0,3.0,
407365,1,1,0,0,1,1,0,0,0,,,,,,
407379,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
407395,1,1,0,0,1,1,0,0,0,,,,,,
407428,1,1,0,0,1,1,0,0,0,,,,,,
407500,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
407520,2,1,1,2,0,0,0,1,1,3.0,0.0,3.0,3.0,,3.0
407570,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
407588,2,1,1,2,0,0,0,1,1,4.0,0.0,4.0,4.0,,4.0
407603,1,1,0,0,1,1,0,0,0,,,,,,
407647,1,1,0,0,1,1,0,0,0,,,,,,
407664,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
407695,1,1,0,0,1,1,0,0,0,,,,,,
407706,2,2,0,1,1,1,0,1,0,,,,,,
407727,1,1,0,0,1,1,0,0,0,,,,,,
407751,1,1,0,1,0,0,0,1,0,,,,,,
407754,1,1,0,0,1,1,0,0,0,,,,,,
407769,1,1,0,0,1,1,0,0,0,,,,,,
407842,4,4,0,2,2,2,0,2,0,,,,,,
407844,2,2,0,0,2,2,0,0,0,,,,,,
407859,1,1,0,0,1,1,0,0,0,,,,,,
407891,1,1,0,0,1,1,0,0,0,,,,,,
407933,1,1,0,1,0,0,0,1,0,,,,,,
407935,1,1,0,1,0,0,0,1,0,,,,,,
408003,10,6,4,10,0,0,0,6,4,4.0,0.0,4.0,1.0,,1.0
408021,3,1,2,1,2,1,1,0,1,12.0,6.0,6.0,6.0,6.0,6.0
408043,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
408057,4,1,3,0,4,1,3,0,0,4.0,4.0,0.0,1.3333333333333333,1.3333333333333333,
408083,1,1,0,1,0,0,0,1,0,,,,,,
408086,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
408094,1,1,0,1,0,0,0,1,0,,,,,,
408181,1,1,0,0,1,1,0,0,0,,,,,,
408192,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
408200,5,3,2,0,5,3,2,0,0,19.0,19.0,0.0,9.5,9.5,
408210,1,1,0,1,0,0,0,1,0,,,,,,
408308,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
408329,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
408460,1,1,0,1,0,0,0,1,0,,,,,,
408466,3,1,2,3,0,0,0,1,2,8.0,0.0,8.0,4.0,,4.0
408473,1,0,1,0,1,0,1,0,0,14.0,14.0,0.0,14.0,14.0,
408490,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
408562,1,1,0,0,1,1,0,0,0,,,,,,
408570,3,3,0,0,3,3,0,0,0,,,,,,
408608,5,1,4,4,1,0,1,1,3,19.0,6.0,13.0,4.75,6.0,4.333333333333333
408612,1,1,0,1,0,0,0,1,0,,,,,,
408641,6,3,3,5,1,0,1,3,2,5.0,2.0,3.0,1.6666666666666667,2.0,1.5
408651,1,1,0,0,1,1,0,0,0,,,,,,
408706,1,0,1,0,1,0,1,0,0,10.0,10.0,0.0,10.0,10.0,
408740,45,44,1,43,2,2,0,42,1,0.0,0.0,0.0,0.0,,0.0
408795,1,1,0,0,1,1,0,0,0,,,,,,
408819,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
408871,1,1,0,1,0,0,0,1,0,,,,,,
408938,29,24,5,25,4,3,1,21,4,9.0,0.0,9.0,1.8,0.0,2.25
408955,1,1,0,0,1,1,0,0,0,,,,,,
408956,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
408971,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
408979,1,1,0,0,1,1,0,0,0,,,,,,
409033,3,0,3,3,0,0,0,0,3,6.0,0.0,6.0,2.0,,2.0
409036,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
409041,4,4,0,1,3,3,0,1,0,,,,,,
409061,2,1,1,2,0,0,0,1,1,2.0,0.0,2.0,2.0,,2.0
409116,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
409121,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
409211,3,3,0,3,0,0,0,3,0,,,,,,
409217,1,1,0,1,0,0,0,1,0,,,,,,
409302,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
409332,1,1,0,0,1,1,0,0,0,,,,,,
409416,1,1,0,0,1,1,0,0,0,,,,,,
409442,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
409499,2,2,0,0,2,2,0,0,0,,,,,,
409508,4,4,0,3,1,1,0,3,0,,,,,,
409526,5,4,1,5,0,0,0,4,1,5.0,0.0,5.0,5.0,,5.0
409547,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
409593,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
409697,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
409731,1,1,0,0,1,1,0,0,0,,,,,,
409739,1,1,0,0,1,1,0,0,0,,,,,,
409768,1,1,0,0,1,1,0,0,0,,,,,,
409786,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
409813,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
409815,2,1,1,0,2,1,1,0,0,7.0,7.0,0.0,7.0,7.0,
409816,1,1,0,1,0,0,0,1,0,,,,,,
409840,13,12,1,12,1,1,0,11,1,1.0,0.0,1.0,1.0,,1.0
409876,1,1,0,1,0,0,0,1,0,,,,,,
409937,1,1,0,0,1,1,0,0,0,,,,,,
409967,1,0,1,0,1,0,1,0,0,10.0,10.0,0.0,10.0,10.0,
410000,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
410009,3,2,1,0,3,2,1,0,0,6.0,6.0,0.0,6.0,6.0,
410029,1,1,0,0,1,1,0,0,0,,,,,,
410051,2,1,1,2,0,0,0,1,1,4.0,0.0,4.0,4.0,,4.0
410052,2,2,0,2,0,0,0,2,0,,,,,,
410056,2,2,0,0,2,2,0,0,0,,,,,,
410082,2,2,0,2,0,0,0,2,0,,,,,,
410158,2,0,2,2,0,0,0,0,2,5.0,0.0,5.0,2.5,,2.5
410177,3,2,1,3,0,0,0,2,1,1.0,0.0,1.0,1.0,,1.0
410353,2,0,2,2,0,0,0,0,2,13.0,0.0,13.0,6.5,,6.5
410362,1,1,0,0,1,1,0,0,0,,,,,,
410395,2,2,0,2,0,0,0,2,0,,,,,,
410438,5,5,0,5,0,0,0,5,0,,,,,,
410440,2,1,1,0,2,1,1,0,0,1.0,1.0,0.0,1.0,1.0,
410466,1,1,0,1,0,0,0,1,0,,,,,,
410486,1,1,0,1,0,0,0,1,0,,,,,,
410511,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
410514,1,1,0,1,0,0,0,1,0,,,,,,
410615,4,4,0,0,4,4,0,0,0,,,,,,
410637,2,1,1,2,0,0,0,1,1,2.0,0.0,2.0,2.0,,2.0
410644,2,2,0,0,2,2,0,0,0,,,,,,
410694,2,2,0,0,2,2,0,0,0,,,,,,
410731,4,4,0,0,4,4,0,0,0,,,,,,
410750,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
410753,2,1,1,1,1,0,1,1,0,1.0,1.0,0.0,1.0,1.0,
410796,1,1,0,0,1,1,0,0,0,,,,,,
410805,2,0,2,0,2,0,2,0,0,4.0,4.0,0.0,2.0,2.0,
410817,1,0,1,0,1,0,1,0,0,14.0,14.0,0.0,14.0,14.0,
410931,2,1,1,1,1,0,1,1,0,2.0,2.0,0.0,2.0,2.0,
410933,1,1,0,0,1,1,0,0,0,,,,,,
410936,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
410937,1,1,0,0,1,1,0,0,0,,,,,,
410941,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
410985,2,1,1,0,2,1,1,0,0,5.0,5.0,0.0,5.0,5.0,
411037,2,1,1,2,0,0,0,1,1,5.0,0.0,5.0,5.0,,5.0
411042,8,4,4,1,7,4,3,0,1,12.0,12.0,0.0,3.0,4.0,0.0
411047,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
411050,1,1,0,0,1,1,0,0,0,,,,,,
411074,1,1,0,0,1,1,0,0,0,,,,,,
411185,5,3,2,5,0,0,0,3,2,10.0,0.0,10.0,5.0,,5.0
411187,2,2,0,0,2,2,0,0,0,,,,,,
411252,2,2,0,1,1,1,0,1,0,,,,,,
411257,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
411288,1,1,0,0,1,1,0,0,0,,,,,,
411319,4,0,4,0,4,0,4,0,0,17.0,17.0,0.0,4.25,4.25,
411423,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
411470,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
411584,1,1,0,0,1,1,0,0,0,,,,,,
411619,1,1,0,1,0,0,0,1,0,,,,,,
411659,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
411677,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
411716,3,3,0,0,3,3,0,0,0,,,,,,
411726,1,1,0,0,1,1,0,0,0,,,,,,
411759,2,1,1,2,0,0,0,1,1,1.0,0.0,1.0,1.0,,1.0
411799,1,1,0,0,1,1,0,0,0,,,,,,
411804,21,9,12,19,2,1,1,8,11,29.0,2.0,27.0,2.4166666666666665,2.0,2.4545454545454546
411811,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
411812,11,9,2,0,11,9,2,0,0,9.0,9.0,0.0,4.5,4.5,
411816,1,1,0,0,1,1,0,0,0,,,,,,
