EID,BTBL,BTCOUNT,BS_BTCOUNT,WS_BTCOUNT,BT_END_COUNT,BT_NORMAL_COUNT,BS_BT_END,WS_BT_END,BT_LIVE,BS_BT_LIVE,WS_BT_LIVE,BS_BT_BL,WS_BT_BL,BS_BT_LIVE_AVG,WS_BT_LIVE_AVG,BT_LIVE_AVG,BT_BL_AVG,BS_BT_BL_AVG,WS_BT_BL_AVG,IS_EXIST_BT,IS_EXIST_NORMAL_BT
409059,0.59,2,0,2,0,2,0,0,,,,0.0,0.59,,,,0.295,,0.295,1,1
409080,0.768,1,1,0,0,1,0,0,,,,0.768,0.0,,,,0.768,0.768,,1,1
409113,2.019,3,3,0,1,2,1,0,9.0,9.0,0.0,2.019,0.0,3.0,,3.0,0.673,0.673,,1,1
409125,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
409133,0.95,1,1,0,0,1,0,0,,,,0.95,0.0,,,,0.95,0.95,,1,1
409161,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
409164,1.034,2,2,0,0,2,0,0,,,,1.034,0.0,,,,0.517,0.517,,1,1
409173,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
409185,2.0,3,2,1,0,3,0,0,,,,1.0,1.0,,,,0.6666666666666666,0.5,1.0,1,1
409206,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
409211,8.399999999999999,10,0,10,3,7,0,3,3.0,0.0,3.0,0.0,8.399999999999999,,0.3,0.3,0.8399999999999999,,0.8399999999999999,1,1
409255,3.0,3,1,2,0,3,0,0,,,,1.0,2.0,,,,1.0,1.0,1.0,1,1
409279,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
409314,0.8,1,0,1,0,1,0,0,,,,0.0,0.8,,,,0.8,,0.8,1,1
409324,1.0,1,1,0,1,0,1,0,8.0,8.0,0.0,1.0,0.0,8.0,,8.0,1.0,1.0,,1,0
409332,1.3599999999999999,4,1,3,3,1,1,2,19.0,8.0,11.0,0.45,0.9099999999999999,8.0,3.6666666666666665,4.75,0.33999999999999997,0.45,0.3033333333333333,1,1
409368,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
409402,5.696,7,1,6,0,7,0,0,,,,1.0,4.696,,,,0.8137142857142857,1.0,0.7826666666666666,1,1
409442,1.675,3,3,0,0,3,0,0,,,,1.675,0.0,,,,0.5583333333333333,0.5583333333333333,,1,1
409458,0.833,2,2,0,0,2,0,0,,,,0.833,0.0,,,,0.4165,0.4165,,1,1
409462,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
409499,8.779000000000002,12,11,1,10,2,9,1,129.0,118.0,11.0,8.379000000000001,0.4,10.727272727272727,11.0,10.75,0.7315833333333335,0.7617272727272728,0.4,1,1
409504,0.023,2,0,2,0,2,0,0,,,,0.0,0.023,,,,0.0115,,0.0115,1,1
409526,0.99,1,1,0,1,0,1,0,4.0,4.0,0.0,0.99,0.0,4.0,,4.0,0.99,0.99,,1,0
409626,0.05,1,1,0,0,1,0,0,,,,0.05,0.0,,,,0.05,0.05,,1,1
409631,0.49,1,1,0,0,1,0,0,,,,0.49,0.0,,,,0.49,0.49,,1,1
409668,5.32,8,0,8,0,8,0,0,,,,0.0,5.32,,,,0.665,,0.665,1,1
409701,0.21,1,0,1,0,1,0,0,,,,0.0,0.21,,,,0.21,,0.21,1,1
409874,0.01,1,1,0,0,1,0,0,,,,0.01,0.0,,,,0.01,0.01,,1,1
409897,0.75,1,1,0,0,1,0,0,,,,0.75,0.0,,,,0.75,0.75,,1,1
409906,0.8,2,2,0,0,2,0,0,,,,0.8,0.0,,,,0.4,0.4,,1,1
409920,1.323,3,0,3,0,3,0,0,,,,0.0,1.323,,,,0.441,,0.441,1,1
409950,0.25,1,1,0,0,1,0,0,,,,0.25,0.0,,,,0.25,0.25,,1,1
409964,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
409990,0.4,1,0,1,0,1,0,0,,,,0.0,0.4,,,,0.4,,0.4,1,1
410017,10.703000000000001,17,17,0,0,17,0,0,,,,10.703000000000001,0.0,,,,0.6295882352941177,0.6295882352941177,,1,1
410052,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
410056,0.11699999999999999,1,1,0,0,1,0,0,,,,0.11699999999999999,0.0,,,,0.11699999999999999,0.11699999999999999,,1,1
410067,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
410078,0.1,1,0,1,0,1,0,0,,,,0.0,0.1,,,,0.1,,0.1,1,1
410100,0.33299999999999996,1,1,0,0,1,0,0,,,,0.33299999999999996,0.0,,,,0.33299999999999996,0.33299999999999996,,1,1
410109,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
410149,4.047,5,4,1,0,5,0,0,,,,4.0,0.047,,,,0.8093999999999999,1.0,0.047,1,1
410152,0.06,1,0,1,0,1,0,0,,,,0.0,0.06,,,,0.06,,0.06,1,1
410164,0.95,1,0,1,0,1,0,0,,,,0.0,0.95,,,,0.95,,0.95,1,1
410172,1.51,2,2,0,0,2,0,0,,,,1.51,0.0,,,,0.755,0.755,,1,1
410175,0.35,1,0,1,0,1,0,0,,,,0.0,0.35,,,,0.35,,0.35,1,1
410261,0.425,1,1,0,0,1,0,0,,,,0.425,0.0,,,,0.425,0.425,,1,1
410292,0.798,3,1,2,0,3,0,0,,,,0.157,0.641,,,,0.266,0.157,0.3205,1,1
410402,1.51,3,3,0,0,3,0,0,,,,1.51,0.0,,,,0.5033333333333333,0.5033333333333333,,1,1
410405,1.37,2,1,1,0,2,0,0,,,,0.37,1.0,,,,0.685,0.37,1.0,1,1
410438,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
410464,10.211,18,18,0,1,17,1,0,4.0,4.0,0.0,10.211,0.0,0.2222222222222222,,0.2222222222222222,0.5672777777777778,0.5672777777777778,,1,1
410474,0.8,1,1,0,0,1,0,0,,,,0.8,0.0,,,,0.8,0.8,,1,1
410514,5.341,7,3,4,0,7,0,0,,,,2.333,3.008,,,,0.763,0.7776666666666667,0.752,1,1
410590,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
410610,1.75,2,1,1,0,2,0,0,,,,1.0,0.75,,,,0.875,1.0,0.75,1,1
410615,1.99,2,0,2,0,2,0,0,,,,0.0,1.99,,,,0.995,,0.995,1,1
410633,0.49,1,0,1,0,1,0,0,,,,0.0,0.49,,,,0.49,,0.49,1,1
410637,0.045,1,1,0,0,1,0,0,,,,0.045,0.0,,,,0.045,0.045,,1,1
410646,0.25,1,1,0,0,1,0,0,,,,0.25,0.0,,,,0.25,0.25,,1,1
410697,1.7040000000000002,2,2,0,0,2,0,0,,,,1.7040000000000002,0.0,,,,0.8520000000000001,0.8520000000000001,,1,1
410698,1.15,2,2,0,1,1,1,0,11.0,11.0,0.0,1.15,0.0,5.5,,5.5,0.575,0.575,,1,1
410739,3.0,3,3,0,2,1,2,0,32.0,32.0,0.0,3.0,0.0,10.666666666666666,,10.666666666666666,1.0,1.0,,1,1
410755,0.33299999999999996,1,0,1,0,1,0,0,,,,0.0,0.33299999999999996,,,,0.33299999999999996,,0.33299999999999996,1,1
410776,0.688,2,2,0,1,1,1,0,1.0,1.0,0.0,0.688,0.0,0.5,,0.5,0.344,0.344,,1,1
410831,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
410871,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
410879,2.37,3,1,2,0,3,0,0,,,,1.0,1.37,,,,0.79,1.0,0.685,1,1
410937,0.1,1,1,0,0,1,0,0,,,,0.1,0.0,,,,0.1,0.1,,1,1
411074,0.9,1,1,0,0,1,0,0,,,,0.9,0.0,,,,0.9,0.9,,1,1
411128,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
411197,0.602,1,1,0,0,1,0,0,,,,0.602,0.0,,,,0.602,0.602,,1,1
411247,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
411254,0.28,3,1,2,1,2,0,1,1.0,0.0,1.0,0.08,0.2,0.0,0.5,0.3333333333333333,0.09333333333333334,0.08,0.1,1,1
411273,0.233,2,0,2,0,2,0,0,,,,0.0,0.233,,,,0.1165,,0.1165,1,1
411289,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
411305,0.6,1,0,1,0,1,0,0,,,,0.0,0.6,,,,0.6,,0.6,1,1
411338,0.33,1,1,0,0,1,0,0,,,,0.33,0.0,,,,0.33,0.33,,1,1
411365,0.1,2,2,0,2,0,2,0,4.0,4.0,0.0,0.1,0.0,2.0,,2.0,0.05,0.05,,1,0
411400,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
411405,1.003,2,2,0,0,2,0,0,,,,1.003,0.0,,,,0.5015,0.5015,,1,1
411416,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
411511,0.8,1,1,0,1,0,1,0,1.0,1.0,0.0,0.8,0.0,1.0,,1.0,0.8,0.8,,1,0
411521,0.24,1,1,0,0,1,0,0,,,,0.24,0.0,,,,0.24,0.24,,1,1
411537,0.347,2,1,1,0,2,0,0,,,,0.184,0.163,,,,0.1735,0.184,0.163,1,1
411541,1.19,2,1,1,0,2,0,0,,,,0.49,0.7,,,,0.595,0.49,0.7,1,1
411544,1.3,2,1,1,0,2,0,0,,,,0.9,0.4,,,,0.65,0.9,0.4,1,1
411549,0.26,1,1,0,0,1,0,0,,,,0.26,0.0,,,,0.26,0.26,,1,1
411557,0.7,1,0,1,0,1,0,0,,,,0.0,0.7,,,,0.7,,0.7,1,1
411577,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
411583,2.6730000000000005,6,0,6,1,5,0,1,0.0,0.0,0.0,0.0,2.6730000000000005,,0.0,0.0,0.44550000000000006,,0.44550000000000006,1,1
411594,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
411624,2.26,3,0,3,1,2,0,1,4.0,0.0,4.0,0.0,2.26,,1.3333333333333333,1.3333333333333333,0.7533333333333333,,0.7533333333333333,1,1
411631,0.4,1,0,1,0,1,0,0,,,,0.0,0.4,,,,0.4,,0.4,1,1
411675,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
411695,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
411736,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
411778,3.0,3,2,1,0,3,0,0,,,,2.0,1.0,,,,1.0,1.0,1.0,1,1
411812,0.7,1,1,0,1,0,1,0,10.0,10.0,0.0,0.7,0.0,10.0,,10.0,0.7,0.7,,1,0
411829,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
411845,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
411856,1.0,1,0,1,1,0,0,1,18.0,0.0,18.0,0.0,1.0,,18.0,18.0,1.0,,1.0,1,0
411883,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
411901,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
411932,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
411966,4.0,4,1,3,0,4,0,0,,,,1.0,3.0,,,,1.0,1.0,1.0,1,1
411998,0.42,1,1,0,0,1,0,0,,,,0.42,0.0,,,,0.42,0.42,,1,1
412011,1.25,2,1,1,0,2,0,0,,,,1.0,0.25,,,,0.625,1.0,0.25,1,1
412020,0.9,1,0,1,1,0,0,1,1.0,0.0,1.0,0.0,0.9,,1.0,1.0,0.9,,0.9,1,0
412037,0.6,2,2,0,0,2,0,0,,,,0.6,0.0,,,,0.3,0.3,,1,1
412058,1.98,2,2,0,2,0,2,0,2.0,2.0,0.0,1.98,0.0,1.0,,1.0,0.99,0.99,,1,0
412061,1.228,6,1,5,0,6,0,0,,,,1.0,0.22799999999999998,,,,0.20466666666666666,1.0,0.045599999999999995,1,1
412075,0.21,1,0,1,0,1,0,0,,,,0.0,0.21,,,,0.21,,0.21,1,1
412083,3.332,5,5,0,1,4,1,0,9.0,9.0,0.0,3.332,0.0,1.8,,1.8,0.6664,0.6664,,1,1
412109,0.9,1,1,0,1,0,1,0,1.0,1.0,0.0,0.9,0.0,1.0,,1.0,0.9,0.9,,1,0
412110,0.33299999999999996,1,0,1,0,1,0,0,,,,0.0,0.33299999999999996,,,,0.33299999999999996,,0.33299999999999996,1,1
412193,0.49,1,1,0,0,1,0,0,,,,0.49,0.0,,,,0.49,0.49,,1,1
412198,1.97,2,1,1,0,2,0,0,,,,1.0,0.97,,,,0.985,1.0,0.97,1,1
412211,0.5,1,1,0,1,0,1,0,4.0,4.0,0.0,0.5,0.0,4.0,,4.0,0.5,0.5,,1,0
412220,0.17,1,0,1,0,1,0,0,,,,0.0,0.17,,,,0.17,,0.17,1,1
412229,0.49,1,1,0,0,1,0,0,,,,0.49,0.0,,,,0.49,0.49,,1,1
412238,0.25,1,1,0,1,0,1,0,5.0,5.0,0.0,0.25,0.0,5.0,,5.0,0.25,0.25,,1,0
412299,0.7,1,0,1,0,1,0,0,,,,0.0,0.7,,,,0.7,,0.7,1,1
412341,0.141,1,0,1,0,1,0,0,,,,0.0,0.141,,,,0.141,,0.141,1,1
412345,2.33,6,6,0,0,6,0,0,,,,2.33,0.0,,,,0.38833333333333336,0.38833333333333336,,1,1
412349,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
412408,0.42600000000000005,2,0,2,0,2,0,0,,,,0.0,0.42600000000000005,,,,0.21300000000000002,,0.21300000000000002,1,1
412463,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
412519,0.65,1,0,1,0,1,0,0,,,,0.0,0.65,,,,0.65,,0.65,1,1
412573,0.25,2,2,0,0,2,0,0,,,,0.25,0.0,,,,0.125,0.125,,1,1
412581,2.04,3,3,0,1,2,1,0,18.0,18.0,0.0,2.04,0.0,6.0,,6.0,0.68,0.68,,1,1
412696,1.4,2,1,1,0,2,0,0,,,,0.4,1.0,,,,0.7,0.4,1.0,1,1
412699,4.05,5,5,0,0,5,0,0,,,,4.05,0.0,,,,0.8099999999999999,0.8099999999999999,,1,1
412771,2.0,2,0,2,2,0,0,2,12.0,0.0,12.0,0.0,2.0,,6.0,6.0,1.0,,1.0,1,0
412776,2.1350000000000002,3,2,1,3,0,2,1,25.0,14.0,11.0,1.221,0.914,7.0,11.0,8.333333333333334,0.7116666666666668,0.6105,0.914,1,0
412786,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
412819,0.4,1,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.4,,0.0,0.0,0.4,,0.4,1,0
412847,0.81,2,0,2,0,2,0,0,,,,0.0,0.81,,,,0.405,,0.405,1,1
412872,0.51,1,0,1,0,1,0,0,,,,0.0,0.51,,,,0.51,,0.51,1,1
412879,1.42,2,0,2,0,2,0,0,,,,0.0,1.42,,,,0.71,,0.71,1,1
412888,0.7,1,0,1,0,1,0,0,,,,0.0,0.7,,,,0.7,,0.7,1,1
412890,1.21,2,2,0,0,2,0,0,,,,1.21,0.0,,,,0.605,0.605,,1,1
412930,0.3,1,0,1,0,1,0,0,,,,0.0,0.3,,,,0.3,,0.3,1,1
412952,0.25,1,1,0,0,1,0,0,,,,0.25,0.0,,,,0.25,0.25,,1,1
413001,0.51,1,0,1,0,1,0,0,,,,0.0,0.51,,,,0.51,,0.51,1,1
413019,1.01,2,2,0,0,2,0,0,,,,1.01,0.0,,,,0.505,0.505,,1,1
413075,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
413083,0.5,1,0,1,0,1,0,0,,,,0.0,0.5,,,,0.5,,0.5,1,1
413084,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
413094,0.928,3,3,0,0,3,0,0,,,,0.928,0.0,,,,0.30933333333333335,0.30933333333333335,,1,1
413096,0.39,1,0,1,0,1,0,0,,,,0.0,0.39,,,,0.39,,0.39,1,1
413098,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
413107,3.0,3,0,3,0,3,0,0,,,,0.0,3.0,,,,1.0,,1.0,1,1
413112,0.9,1,1,0,0,1,0,0,,,,0.9,0.0,,,,0.9,0.9,,1,1
413161,2.48,3,2,1,1,2,0,1,2.0,0.0,2.0,1.88,0.6,0.0,2.0,0.6666666666666666,0.8266666666666667,0.94,0.6,1,1
413180,0.3,1,1,0,0,1,0,0,,,,0.3,0.0,,,,0.3,0.3,,1,1
413192,3.1,6,1,5,0,6,0,0,,,,0.67,2.43,,,,0.5166666666666667,0.67,0.48600000000000004,1,1
413193,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
413219,45.660000000000004,73,16,57,9,64,2,7,77.0,37.0,40.0,10.772999999999998,34.887000000000015,2.3125,0.7017543859649122,1.0547945205479452,0.6254794520547946,0.6733124999999999,0.6120526315789476,1,1
413222,0.4,1,0,1,0,1,0,0,,,,0.0,0.4,,,,0.4,,0.4,1,1
413241,0.013999999999999999,1,0,1,0,1,0,0,,,,0.0,0.013999999999999999,,,,0.013999999999999999,,0.013999999999999999,1,1
413245,2.0060000000000002,4,4,0,0,4,0,0,,,,2.0060000000000002,0.0,,,,0.5015000000000001,0.5015000000000001,,1,1
413353,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
413357,0.16699999999999998,1,1,0,0,1,0,0,,,,0.16699999999999998,0.0,,,,0.16699999999999998,0.16699999999999998,,1,1
413384,0.4,1,1,0,0,1,0,0,,,,0.4,0.0,,,,0.4,0.4,,1,1
413389,1.0499999999999998,3,2,1,1,2,0,1,4.0,0.0,4.0,0.35,0.7,0.0,4.0,1.3333333333333333,0.3499999999999999,0.175,0.7,1,1
413401,32.419,42,8,34,1,41,0,1,23.0,0.0,23.0,5.067,27.352,0.0,0.6764705882352942,0.5476190476190477,0.7718809523809523,0.633375,0.8044705882352942,1,1
413435,0.22699999999999998,1,1,0,0,1,0,0,,,,0.22699999999999998,0.0,,,,0.22699999999999998,0.22699999999999998,,1,1
413484,0.7750000000000001,7,3,4,1,6,1,0,3.0,3.0,0.0,0.252,0.523,1.0,0.0,0.42857142857142855,0.11071428571428574,0.084,0.13075,1,1
413512,0.01,1,1,0,0,1,0,0,,,,0.01,0.0,,,,0.01,0.01,,1,1
413592,0.8,1,1,0,0,1,0,0,,,,0.8,0.0,,,,0.8,0.8,,1,1
413708,1.354,2,1,1,0,2,0,0,,,,0.857,0.49700000000000005,,,,0.677,0.857,0.49700000000000005,1,1
413761,0.6,2,2,0,0,2,0,0,,,,0.6,0.0,,,,0.3,0.3,,1,1
413782,1.4,3,3,0,1,2,1,0,4.0,4.0,0.0,1.4,0.0,1.3333333333333333,,1.3333333333333333,0.4666666666666666,0.4666666666666666,,1,1
413783,0.08,1,1,0,0,1,0,0,,,,0.08,0.0,,,,0.08,0.08,,1,1
413806,0.7329999999999999,3,2,1,2,1,1,1,23.0,11.0,12.0,0.4,0.33299999999999996,5.5,12.0,7.666666666666667,0.2443333333333333,0.2,0.33299999999999996,1,1
413813,0.01,2,2,0,0,2,0,0,,,,0.01,0.0,,,,0.005,0.005,,1,1
413848,0.33299999999999996,1,1,0,0,1,0,0,,,,0.33299999999999996,0.0,,,,0.33299999999999996,0.33299999999999996,,1,1
413884,0.8,1,0,1,0,1,0,0,,,,0.0,0.8,,,,0.8,,0.8,1,1
413960,3.0,3,1,2,0,3,0,0,,,,1.0,2.0,,,,1.0,1.0,1.0,1,1
413999,1.7,2,1,1,0,2,0,0,,,,0.7,1.0,,,,0.85,0.7,1.0,1,1
414002,4.8,6,2,4,0,6,0,0,,,,1.5,3.3,,,,0.7999999999999999,0.75,0.825,1,1
414015,0.75,1,1,0,0,1,0,0,,,,0.75,0.0,,,,0.75,0.75,,1,1
414076,0.3,1,1,0,0,1,0,0,,,,0.3,0.0,,,,0.3,0.3,,1,1
414155,0.31,1,1,0,0,1,0,0,,,,0.31,0.0,,,,0.31,0.31,,1,1
414167,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
414203,0.65,1,1,0,0,1,0,0,,,,0.65,0.0,,,,0.65,0.65,,1,1
414223,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
414246,1.6,3,3,0,1,2,1,0,4.0,4.0,0.0,1.6,0.0,1.3333333333333333,,1.3333333333333333,0.5333333333333333,0.5333333333333333,,1,1
414288,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
414320,1.98,2,2,0,0,2,0,0,,,,1.98,0.0,,,,0.99,0.99,,1,1
414408,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
414430,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
414477,2.15,4,1,3,2,2,1,1,6.0,3.0,3.0,0.7,1.45,3.0,1.0,1.5,0.5375,0.7,0.48333333333333334,1,1
414486,0.3,1,1,0,0,1,0,0,,,,0.3,0.0,,,,0.3,0.3,,1,1
414534,3.0,3,3,0,0,3,0,0,,,,3.0,0.0,,,,1.0,1.0,,1,1
414643,2.0,2,2,0,1,1,1,0,15.0,15.0,0.0,2.0,0.0,7.5,,7.5,1.0,1.0,,1,1
414651,1.306,2,1,1,0,2,0,0,,,,0.306,1.0,,,,0.653,0.306,1.0,1,1
414668,1.5,2,2,0,0,2,0,0,,,,1.5,0.0,,,,0.75,0.75,,1,1
414709,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
414724,0.05,1,1,0,0,1,0,0,,,,0.05,0.0,,,,0.05,0.05,,1,1
414793,1.6,2,0,2,2,0,0,2,13.0,0.0,13.0,0.0,1.6,,6.5,6.5,0.8,,0.8,1,0
414851,0.4,1,0,1,1,0,0,1,5.0,0.0,5.0,0.0,0.4,,5.0,5.0,0.4,,0.4,1,0
414860,1.3,3,1,2,1,2,0,1,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.43333333333333335,0.3,0.5,1,1
414905,1.043,3,0,3,1,2,0,1,2.0,0.0,2.0,0.0,1.043,,0.6666666666666666,0.6666666666666666,0.3476666666666666,,0.3476666666666666,1,1
414956,1.0,1,1,0,1,0,1,0,3.0,3.0,0.0,1.0,0.0,3.0,,3.0,1.0,1.0,,1,0
414957,0.9,1,1,0,0,1,0,0,,,,0.9,0.0,,,,0.9,0.9,,1,1
414994,0.3,1,1,0,0,1,0,0,,,,0.3,0.0,,,,0.3,0.3,,1,1
415001,0.37,1,0,1,0,1,0,0,,,,0.0,0.37,,,,0.37,,0.37,1,1
415081,0.21000000000000002,2,1,1,0,2,0,0,,,,0.2,0.01,,,,0.10500000000000001,0.2,0.01,1,1
415086,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
415122,0.49,1,0,1,0,1,0,0,,,,0.0,0.49,,,,0.49,,0.49,1,1
415127,0.27899999999999997,1,1,0,0,1,0,0,,,,0.27899999999999997,0.0,,,,0.27899999999999997,0.27899999999999997,,1,1
415135,0.33299999999999996,1,1,0,0,1,0,0,,,,0.33299999999999996,0.0,,,,0.33299999999999996,0.33299999999999996,,1,1
415163,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
415168,1.2,2,1,1,0,2,0,0,,,,0.5,0.7,,,,0.6,0.5,0.7,1,1
415178,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
415196,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
415263,1.0070000000000001,4,0,4,0,4,0,0,,,,0.0,1.0070000000000001,,,,0.25175000000000003,,0.25175000000000003,1,1
415299,1.026,3,2,1,1,2,1,0,4.0,4.0,0.0,0.726,0.3,2.0,0.0,1.3333333333333333,0.342,0.363,0.3,1,1
415347,0.95,1,1,0,0,1,0,0,,,,0.95,0.0,,,,0.95,0.95,,1,1
415353,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
415356,0.0,1,1,0,0,1,0,0,,,,0.0,0.0,,,,0.0,0.0,,1,1
415361,0.49,1,0,1,0,1,0,0,,,,0.0,0.49,,,,0.49,,0.49,1,1
415365,1.235,3,0,3,1,2,0,1,2.0,0.0,2.0,0.0,1.235,,0.6666666666666666,0.6666666666666666,0.4116666666666667,,0.4116666666666667,1,1
415366,3.0,3,2,1,0,3,0,0,,,,2.0,1.0,,,,1.0,1.0,1.0,1,1
415434,0.5,1,0,1,1,0,0,1,5.0,0.0,5.0,0.0,0.5,,5.0,5.0,0.5,,0.5,1,0
415482,0.1,1,1,0,0,1,0,0,,,,0.1,0.0,,,,0.1,0.1,,1,1
415485,0.59,1,1,0,0,1,0,0,,,,0.59,0.0,,,,0.59,0.59,,1,1
415522,2.465,4,1,3,0,4,0,0,,,,0.51,1.955,,,,0.61625,0.51,0.6516666666666667,1,1
415533,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
415534,1.0,2,2,0,1,1,1,0,21.0,21.0,0.0,1.0,0.0,10.5,,10.5,0.5,0.5,,1,1
415582,0.533,4,4,0,0,4,0,0,,,,0.533,0.0,,,,0.13325,0.13325,,1,1
415661,1.24,2,2,0,0,2,0,0,,,,1.24,0.0,,,,0.62,0.62,,1,1
415698,4.51,5,0,5,0,5,0,0,,,,0.0,4.51,,,,0.9019999999999999,,0.9019999999999999,1,1
415757,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
415781,7.914,10,3,7,1,9,0,1,1.0,0.0,1.0,2.447,5.467,0.0,0.14285714285714285,0.1,0.7914,0.8156666666666667,0.7809999999999999,1,1
415804,0.32,1,1,0,1,0,1,0,10.0,10.0,0.0,0.32,0.0,10.0,,10.0,0.32,0.32,,1,0
415830,0.33299999999999996,1,1,0,0,1,0,0,,,,0.33299999999999996,0.0,,,,0.33299999999999996,0.33299999999999996,,1,1
415857,0.9,1,1,0,0,1,0,0,,,,0.9,0.0,,,,0.9,0.9,,1,1
415868,0.6,1,1,0,1,0,1,0,6.0,6.0,0.0,0.6,0.0,6.0,,6.0,0.6,0.6,,1,0
415894,0.7,1,0,1,0,1,0,0,,,,0.0,0.7,,,,0.7,,0.7,1,1
415897,1.2,2,1,1,0,2,0,0,,,,0.5,0.7,,,,0.6,0.5,0.7,1,1
415906,0.74,2,1,1,1,1,0,1,4.0,0.0,4.0,0.14,0.6,0.0,4.0,2.0,0.37,0.14,0.6,1,1
415929,1.149,2,1,1,0,2,0,0,,,,0.49,0.659,,,,0.5745,0.49,0.659,1,1
415976,1.97,3,3,0,0,3,0,0,,,,1.97,0.0,,,,0.6566666666666666,0.6566666666666666,,1,1
416005,0.571,2,1,1,0,2,0,0,,,,0.271,0.3,,,,0.2855,0.271,0.3,1,1
