EID,WSPROCOUNT,BSPROCOUNT,PROCOUNT
519860,1,,1
519931,,2,2
519957,5,8,13
519991,,1,1
520151,11,3,14
520221,1,,1
520236,,1,1
520353,4,7,11
520420,,2,2
520451,,1,1
520484,,1,1
520495,6,,6
520643,,1,1
520803,,1,1
520882,2,,2
520927,7,,7
520964,3,,3
521156,,1,1
521204,18,12,30
521225,,3,3
521228,,1,1
521279,1,,1
521285,1,,1
521362,4,,4
521394,,2,2
521451,,1,1
521481,3,1,4
521528,2,,2
521683,,2,2
521685,,1,1
521941,1,,1
522005,,1,1
522062,,1,1
522139,,2,2
522209,3,13,16
522245,,1,1
522254,,1,1
522281,,2,2
522463,,19,19
522471,,5,5
522493,2,,2
522618,,1,1
522729,,1,1
522812,1,,1
522831,,1,1
522832,2,,2
522865,,1,1
523127,1,,1
523177,,2,2
523371,,1,1
523456,,2,2
523711,,1,1
523744,2,,2
523906,1,,1
524154,,19,19
524161,3,,3
524440,,1,1
524698,,7,7
524729,1,,1
524878,,2,2
525044,,1,1
525066,,5,5
525138,,1,1
525286,32,73,105
525311,,1,1
525329,4,9,13
525504,,1,1
525549,,1,1
525552,1,,1
525648,3,,3
525945,1,6,7
526066,9,1,10
526122,3,,3
526234,1,2,3
