EID,TYPECODE项目ID,DJDATE中标日期,IFHOME项目地是否企业登记地
500557,4871236,Dec-14,0
500557,3074366,Oct-13,1
500557,3206485,Dec-13,1
500557,3032248,Sep-13,1
500557,4668101,Oct-14,0
500557,2994653,Sep-13,1
500557,3205496,Dec-13,1
500557,3224770,Dec-13,0
500557,3033510,Sep-13,0
500557,3142412,Nov-13,1
500557,3054618,Oct-13,0
500557,3223845,Dec-13,1
500557,3118822,Nov-13,0
500557,3181185,Dec-13,0
500557,5160179,Apr-15,0
500557,4802964,Dec-14,0
500557,3030650,Sep-13,1
500557,3023475,Sep-13,0
500557,5682858,Aug-15,0
500557,5757841,Aug-15,0
500557,3021293,Sep-13,0
500557,3091529,Oct-13,1
500557,5075210,Mar-15,0
500557,5627916,Jul-15,0
500557,3169210,Dec-13,0
500557,3112438,Nov-13,0
500557,3092794,Oct-13,1
500557,4425856,Aug-14,1
500557,4605369,Oct-14,0
500557,4056810,Mar-14,0
500557,4663927,Oct-14,0
500557,4848587,Dec-14,1
500557,4755198,Nov-14,1
500557,4614758,Oct-14,0
500557,4908060,Jan-15,0
500557,4788699,Nov-14,0
500557,4695214,Nov-14,1
500557,4147458,May-14,1
500557,4626949,Oct-14,1
500557,5252998,May-15,0
500557,4020890,Feb-14,0
500557,5160962,Apr-15,0
500557,4053919,Mar-14,1
500557,4682129,Oct-14,1
500557,5159378,Apr-15,1
500557,4800619,Dec-14,0
500557,5475154,Jun-15,1
500557,4020649,Feb-14,0
500557,5419477,Jun-15,0
500557,3997646,Jan-14,0
500557,3987658,Jan-14,1
500557,4871134,Dec-14,0
500557,5155516,Apr-15,1
500557,4139367,May-14,1
500557,4085549,Apr-14,1
500557,5174174,Apr-15,1
500557,4902649,Jan-15,0
500557,5049902,Mar-15,1
500557,4067738,Mar-14,0
500557,5665860,Aug-15,1
500557,4925512,Jan-15,0
500557,4598530,Sep-14,0
500557,5488636,Jun-15,0
500557,5050576,Mar-15,0
500557,5722036,Aug-15,0
500557,5492855,Jul-15,1
500557,5019151,Feb-15,0
500557,4495862,Aug-14,0
500557,5221458,Apr-15,0
500557,3977643,Jan-14,0
500557,5009046,Feb-15,1
500557,5632155,Jul-15,0
500557,5750546,Aug-15,0
500557,4737256,Nov-14,0
500557,4654548,Oct-14,1
500557,4117230,Apr-14,1
500557,4490652,Aug-14,1
500557,5655732,Aug-15,0
500557,5631797,Jul-15,1
500557,4333908,Jul-14,1
500557,4872373,Dec-14,0
500557,5372361,Jun-15,1
500557,3999529,Jan-14,0
500557,5726641,Aug-15,1
500557,5555241,Jul-15,1
500557,4781834,Nov-14,0
500557,4529546,Sep-14,0
500557,4018960,Feb-14,0
500557,4225116,Jun-14,1
500557,4610137,Oct-14,0
500557,5478964,Jun-15,0
500557,4607036,Oct-14,0
500557,4013308,Feb-14,1
500557,4499159,Aug-14,0
500557,4611231,Oct-14,0
500557,5492952,Jul-15,0
500557,4049177,Mar-14,1
500557,4807672,Dec-14,0
500557,4334211,Jul-14,1
500557,5040454,Mar-15,1
501813,3103771,Nov-13,0
501813,3042310,Oct-13,1
501813,3042310,Oct-13,1
501813,3103771,Nov-13,0
501813,5253213,May-15,1
501813,4513726,Sep-14,1
501813,4130289,Apr-14,1
501813,4888692,Dec-14,1
501813,4556353,Sep-14,1
501813,4853171,Dec-14,1
501906,5561378,Jul-15,1
503661,4992672,Feb-15,1
503661,4526936,Sep-14,1
503661,4985383,Feb-15,1
503661,4883122,Dec-14,1
504889,4836651,Dec-14,1
507354,4137801,Apr-14,0
507354,5335550,May-15,0
507354,4226427,Jun-14,0
516088,5492855,Jul-15,1
516685,5637264,Jul-15,1
520221,4096665,Apr-14,0
521204,3048552,Oct-13,0
521204,3228357,Dec-13,1
521204,3048602,Oct-13,0
521204,5007144,Feb-15,0
521204,3126430,Nov-13,0
521204,3121020,Nov-13,1
521204,3129871,Nov-13,0
521204,3164581,Nov-13,0
521204,5457412,Jun-15,0
521204,5774913,Aug-15,1
521204,3970760,Jan-14,1
521204,4267821,Jun-14,1
521204,4717248,Nov-14,0
521204,4819647,Dec-14,1
521204,4719550,Nov-14,0
521204,4516404,Sep-14,0
521204,5509597,Jul-15,0
521204,4235248,Jun-14,0
521204,4452987,Aug-14,0
521204,4008242,Jan-14,1
521204,5279087,May-15,1
521204,4364250,Jul-14,0
521204,5349612,May-15,1
521204,4709104,Nov-14,0
521204,5674300,Aug-15,1
521204,4202497,May-14,1
521204,5008894,Feb-15,0
521204,4143123,May-14,0
521204,4576773,Sep-14,1
521204,5475000,Jun-15,0
521279,4862042,Dec-14,0
1572,3040996,Oct-13,1
5534,4913963,Jan-15,1
6824,5786892,Aug-15,0
8025,4895002,Dec-14,1
12928,4300019,Jun-14,0
15049,2995845,Sep-13,1
15049,3171160,Nov-13,1
15049,3163642,Nov-13,1
15049,3040246,Oct-13,1
15049,3115291,Nov-13,1
15049,2985523,Sep-13,1
15049,3012277,Sep-13,1
15049,2995440,Sep-13,1
15049,3075007,Oct-13,1
15049,3216900,Dec-13,1
15049,3118768,Nov-13,1
15049,3085299,Oct-13,1
15049,3075594,Oct-13,1
15049,3057320,Oct-13,1
15049,3170940,Nov-13,1
15049,3006672,Sep-13,1
15049,3064656,Oct-13,1
15049,3228022,Dec-13,1
15049,4198426,May-14,1
15049,4789503,Dec-14,1
15049,4303135,Jul-14,1
15049,4198056,May-14,1
17922,4189007,May-14,1
18707,4873954,Dec-14,0
18707,4943613,Jan-15,1
18707,5164846,Apr-15,0
18707,3121382,Nov-13,0
20146,3205640,Dec-13,0
20146,3176310,Dec-13,0
20146,3024955,Sep-13,0
20146,3032264,Sep-13,1
20146,3145659,Nov-13,0
20146,3159165,Nov-13,0
20146,4894039,Dec-14,0
20146,3056258,Oct-13,0
20146,3046620,Oct-13,0
20146,3057595,Oct-13,0
20146,5260770,May-15,0
20146,4893984,Dec-14,0
20146,3001784,Sep-13,1
20146,3176276,Dec-13,0
20146,4091145,Apr-14,0
20146,4210107,May-14,0
20146,4524695,Sep-14,1
20146,4171049,May-14,1
20146,4983935,Feb-15,0
20146,4894249,Dec-14,0
20146,4964517,Jan-15,0
20146,4922399,Jan-15,0
20146,4006682,Jan-14,1
20146,5267746,May-15,0
20146,4919121,Jan-15,0
20146,4900164,Jan-15,0
20146,4789394,Dec-14,0
20146,4022690,Feb-14,1
20146,5454576,Jun-15,1
20146,4022012,Feb-14,0
20146,4439913,Aug-14,0
20146,4975629,Jan-15,0
20146,4292870,Jun-14,0
20146,4835967,Dec-14,0
20146,4713623,Nov-14,0
20146,4907999,Jan-15,0
20146,4942730,Jan-15,0
20146,4827789,Dec-14,0
20146,4812640,Dec-14,0
20146,4461991,Aug-14,0
20146,3124346,Nov-13,1
20146,5453285,Jun-15,1
20146,5684375,Aug-15,0
20146,5743255,Aug-15,0
20146,5669357,Aug-15,0
20146,5524051,Jul-15,1
20146,5576856,Jul-15,0
20146,5553061,Jul-15,1
20146,5664636,Aug-15,1
20146,5670740,Aug-15,0
20609,4466844,Aug-14,1
21743,4929398,Jan-15,1
21961,5656791,Aug-15,1
26192,5198853,Apr-15,0
31541,4917365,Jan-15,1
40560,4969213,Jan-15,1
44259,5685859,Aug-15,1
48037,3973096,Jan-14,1
52717,3077805,Oct-13,0
62010,5618455,Jul-15,0
62708,3205658,Dec-13,0
64866,2987520,Sep-13,1
77987,4034473,Feb-14,1
77987,5090612,Mar-15,1
79181,4085662,Apr-14,1
80758,4786026,Nov-14,1
87957,5382324,Jun-15,1
88574,3111038,Nov-13,0
88574,5128669,Mar-15,0
89065,3222408,Dec-13,1
98372,5383595,Jun-15,1
98372,4633293,Oct-14,1
100226,5641103,Jul-15,0
102770,4099270,Apr-14,1
110544,4039688,Mar-14,0
110544,3037929,Oct-13,0
110544,3027216,Sep-13,0
110544,4916117,Jan-15,0
110544,3049300,Oct-13,0
110544,5745360,Aug-15,0
110544,4402871,Jul-14,0
110544,4289720,Jun-14,0
110544,4119807,Apr-14,0
110544,4179311,May-14,0
110544,4141927,May-14,0
110544,3972041,Jan-14,0
110544,4265430,Jun-14,0
110544,4134685,Apr-14,0
110544,4672915,Oct-14,0
110544,4474925,Aug-14,0
110544,4168649,May-14,0
110544,4852570,Dec-14,0
110544,5599393,Jul-15,0
110544,5352739,May-15,0
110772,5665048,Aug-15,0
110772,4899083,Jan-15,0
110772,4836047,Dec-14,0
110772,5324378,May-15,0
110772,3007762,Sep-13,0
110772,3217097,Dec-13,1
110772,3245034,Dec-13,0
110772,2980234,Sep-13,1
110772,3128315,Nov-13,0
110772,4992576,Feb-15,0
110772,5512575,Jul-15,0
110772,3058926,Oct-13,0
110772,3134412,Nov-13,0
110772,5533851,Jul-15,0
110772,3116647,Nov-13,0
110772,3230607,Dec-13,0
110772,3116629,Nov-13,0
110772,3241199,Dec-13,0
110772,3216152,Dec-13,0
110772,3154761,Nov-13,0
110772,3140391,Nov-13,0
110772,3036569,Oct-13,1
110772,3096951,Nov-13,0
110772,4276705,Jun-14,1
110772,5344062,May-15,0
110772,4276177,Jun-14,1
110772,4449910,Aug-14,0
110772,5479045,Jun-15,0
110772,4263017,Jun-14,1
110772,4822889,Dec-14,1
110772,5258352,May-15,1
110772,4992552,Feb-15,0
110772,4271667,Jun-14,1
110772,4336673,Jul-14,0
110772,4899104,Jan-15,0
110772,5515462,Jul-15,0
110772,4230456,Jun-14,0
110772,5367409,Jun-15,1
110772,5378509,Jun-15,0
110772,5374029,Jun-15,0
110772,4916528,Jan-15,0
110772,4398530,Jul-14,0
110772,5659678,Aug-15,0
110772,5751708,Aug-15,0
110772,5736593,Aug-15,1
110772,4497111,Aug-14,1
110772,4567948,Sep-14,0
110772,4558200,Sep-14,0
110772,4397352,Jul-14,1
110772,4567949,Sep-14,0
110772,4339193,Jul-14,1
110772,4484887,Aug-14,0
110772,4188422,May-14,1
110772,5095968,Mar-15,0
110772,4734068,Nov-14,1
110772,5664984,Aug-15,0
110772,4470349,Aug-14,1
110772,5747603,Aug-15,0
110772,4371072,Jul-14,0
110772,5775307,Aug-15,1
110772,4649392,Oct-14,0
110772,5102355,Mar-15,1
110772,4329174,Jul-14,0
110772,5407507,Jun-15,1
110772,5050403,Mar-15,1
110772,4786819,Nov-14,1
110772,4178983,May-14,0
110772,4454400,Aug-14,1
110772,4003891,Jan-14,1
110772,4976969,Jan-15,0
110772,4927594,Jan-15,1
110772,5672793,Aug-15,0
110772,4968564,Jan-15,1
110772,4421000,Aug-14,0
110772,4657175,Oct-14,0
110772,4090650,Apr-14,0
110772,4207469,May-14,1
110772,4379874,Jul-14,1
110772,5355243,May-15,0
110772,3246446,Dec-13,0
110772,4899092,Jan-15,0
110772,5362895,Jun-15,1
110772,4062886,Mar-14,0
114593,4296935,Jun-14,0
114593,4727991,Nov-14,0
115646,4510464,Sep-14,0
115646,3993975,Jan-14,0
121846,3245172,Dec-13,0
121846,3038066,Oct-13,0
121846,4765467,Nov-14,0
121846,4615680,Oct-14,0
121846,3969449,Jan-14,0
121846,4173868,May-14,0
121846,4246694,Jun-14,0
121846,4173750,May-14,0
121846,5176656,Apr-15,0
121846,3045346,Oct-13,0
131779,4473771,Aug-14,1
133195,4917365,Jan-15,1
135008,4585347,Sep-14,0
141357,3003370,Sep-13,1
144365,4875643,Dec-14,0
145650,4489797,Aug-14,1
148846,3054762,Oct-13,1
149943,4424318,Aug-14,0
150007,5107669,Mar-15,0
150065,5305553,May-15,1
156280,3017051,Sep-13,1
156707,5037522,Mar-15,1
158050,4861405,Dec-14,0
162435,4111735,Apr-14,1
162435,4695688,Nov-14,1
162435,4438979,Aug-14,1
163381,3110542,Nov-13,1
166250,4925734,Jan-15,1
167977,5439895,Jun-15,1
167977,4742619,Nov-14,1
169880,4577048,Sep-14,0
180102,4895002,Dec-14,1
182203,2986508,Sep-13,1
182203,2975618,Sep-13,1
182203,4306789,Jul-14,1
182203,4395023,Jul-14,1
182203,4339477,Jul-14,1
182203,5444823,Jun-15,1
182203,5587914,Jul-15,0
182203,4724253,Nov-14,1
182203,5444662,Jun-15,1
182203,4742301,Nov-14,1
182203,4490703,Aug-14,1
182203,4734391,Nov-14,1
182203,4993253,Feb-15,1
182203,5649540,Aug-15,1
182203,5408926,Jun-15,1
182203,4870701,Dec-14,1
182203,5495387,Jul-15,1
182203,4726078,Nov-14,1
182203,4451125,Aug-14,1
182203,4915392,Jan-15,1
187903,5278581,May-15,0
187903,5278721,May-15,0
194158,3173802,Dec-13,1
194158,3239792,Dec-13,1
194158,4106540,Apr-14,1
213539,3197905,Dec-13,1
213539,3165361,Nov-13,1
213539,3203175,Dec-13,1
213539,4846855,Dec-14,1
214445,4380295,Jul-14,1
214445,4345403,Jul-14,1
214445,5473424,Jun-15,1
214445,5396015,Jun-15,1
214445,4827805,Dec-14,1
214445,5337548,May-15,1
214445,5169401,Apr-15,1
215800,5256060,May-15,0
215800,5304839,May-15,0
215800,4800380,Dec-14,0
221500,4646134,Oct-14,0
221500,4523714,Sep-14,1
221500,4781546,Nov-14,1
221500,4658935,Oct-14,0
222748,3019456,Sep-13,0
222748,3242504,Dec-13,1
222748,4266749,Jun-14,1
222748,4410705,Aug-14,1
222748,4742974,Nov-14,1
222748,4608096,Oct-14,1
222748,5436972,Jun-15,0
222748,5244486,Apr-15,0
222748,5610050,Jul-15,1
223467,4482090,Aug-14,0
223467,4104003,Apr-14,0
223467,4365155,Jul-14,0
223467,4151440,May-14,0
223467,4646740,Oct-14,1
223467,4546448,Sep-14,0
223467,4210826,May-14,1
223467,4205796,Apr-14,0
224258,5456346,Jun-15,1
238555,3239152,Dec-13,1
243999,5702555,Aug-15,1
243999,4749368,Nov-14,1
243999,4731610,Nov-14,1
249868,4582460,Sep-14,1
249868,5563082,Jul-15,1
249868,5771851,Aug-15,0
250286,4321805,Jul-14,1
250286,5029982,Feb-15,1
250286,3995351,Jan-14,1
250286,4435541,Aug-14,1
250286,4791406,Dec-14,1
251045,4926316,Jan-15,1
254937,4242475,Jun-14,1
258298,4631063,Oct-14,0
260905,4254738,Jun-14,0
260905,4213288,May-14,0
260905,4213294,May-14,0
277125,5758870,Aug-15,1
277125,5789445,Aug-15,1
282304,3110543,Nov-13,1
283506,4194403,May-14,1
283506,4076662,Mar-14,0
283506,4599583,Sep-14,1
284069,3162776,Nov-13,0
284069,3224918,Dec-13,0
284069,3151561,Nov-13,0
284069,3146531,Nov-13,0
284069,5079300,Mar-15,0
284069,4718050,Nov-14,0
284069,4081358,Apr-14,0
284069,4927168,Jan-15,0
284069,5628196,Jul-15,0
284069,3990451,Jan-14,1
286747,4909068,Jan-15,1
289779,3180615,Dec-13,0
296131,3217215,Dec-13,1
296131,3025087,Sep-13,1
296131,5103290,Mar-15,1
296131,4411064,Aug-14,1
296131,4557507,Sep-14,1
296131,4487879,Aug-14,1
296131,4118081,Apr-14,1
296131,4528133,Sep-14,1
296131,4246338,Jun-14,1
296131,5328352,May-15,1
296131,4275552,Jun-14,1
296131,4363917,Jul-14,1
296131,5694860,Aug-15,1
296131,5684516,Aug-15,1
296131,4501788,Sep-14,1
296131,4334970,Jul-14,1
296131,3147808,Nov-13,1
297841,4176711,May-14,0
299139,3096027,Nov-13,1
299139,4132904,Apr-14,1
299139,5311384,May-15,1
299139,4812205,Dec-14,1
299700,5383609,Jun-15,1
310353,4457388,Aug-14,0
310353,4655597,Oct-14,0
316680,4419306,Aug-14,0
316680,4739864,Nov-14,0
321696,5695450,Aug-15,0
321696,3219016,Dec-13,0
321696,5749167,Aug-15,0
321696,5180427,Apr-15,0
321696,4505041,Sep-14,0
324154,5222876,Apr-15,1
324154,4985815,Feb-15,0
324154,5528464,Jul-15,1
324154,5556616,Jul-15,1
324154,5757526,Aug-15,1
324154,5492855,Jul-15,1
324154,4600067,Oct-14,1
326911,5377007,Jun-15,0
326911,4649217,Oct-14,0
326911,5591186,Jul-15,0
326911,4867646,Dec-14,0
327811,5516844,Jul-15,1
327811,4605019,Oct-14,1
328035,4257003,Jun-14,1
333373,3050044,Oct-13,1
333373,3238066,Dec-13,1
333373,5248443,Apr-15,1
333373,5585369,Jul-15,1
333373,4837396,Dec-14,1
333373,4381596,Jul-14,1
333373,5475338,Jun-15,1
343645,5677010,Aug-15,0
343645,4930524,Jan-15,0
343645,3050385,Oct-13,0
343645,3138614,Nov-13,0
343645,5496695,Jul-15,0
343645,5432649,Jun-15,0
343645,3031057,Sep-13,0
343645,4930516,Jan-15,0
343645,3170033,Dec-13,0
343645,3220292,Dec-13,0
343645,5091496,Mar-15,0
343645,4728622,Nov-14,0
343645,5481041,Jun-15,0
343645,4426945,Aug-14,0
343645,4163106,May-14,0
343645,4002455,Jan-14,0
343645,5113460,Mar-15,0
343645,5349415,May-15,0
343645,4326566,Jul-14,1
343645,4249616,Jun-14,0
343645,4922531,Jan-15,0
343645,4043223,Mar-14,0
343645,4879914,Dec-14,0
343645,5158661,Apr-15,0
343645,4012992,Feb-14,0
343645,5660370,Aug-15,0
343645,4092961,Apr-14,1
343645,5663884,Aug-15,0
343645,4389798,Jul-14,0
343645,4630773,Oct-14,0
343645,4315470,Jul-14,0
343645,4052046,Mar-14,0
343645,4277116,Jun-14,0
343645,4613820,Oct-14,0
343645,4256368,Jun-14,0
343645,5424269,Jun-15,0
343645,3982771,Jan-14,1
343645,3976928,Jan-14,0
343645,3976601,Jan-14,0
343645,5275511,May-15,0
343645,4845887,Dec-14,0
349770,3077445,Oct-13,0
349770,4741235,Nov-14,0
349770,4017816,Feb-14,0
349770,4767073,Nov-14,0
349770,5062895,Mar-15,0
349770,5524308,Jul-15,0
349770,5309385,May-15,0
354249,4359773,Jul-14,1
366786,5086863,Mar-15,0
367165,3239152,Dec-13,1
371514,3043256,Oct-13,1
371514,4796594,Dec-14,0
371514,4831012,Dec-14,1
371514,4813674,Dec-14,1
372386,4286928,Jun-14,1
375136,3241886,Dec-13,1
376576,3991322,Jan-14,0
379394,4418937,Aug-14,0
379394,4484642,Aug-14,0
380542,4153656,May-14,1
380542,5603518,Jul-15,1
380542,5670018,Aug-15,1
380542,5594820,Jul-15,1
382940,3015468,Sep-13,1
382940,4061182,Mar-14,1
382940,5642613,Jul-15,1
384993,4833051,Dec-14,1
388647,3058811,Oct-13,1
389460,3140251,Nov-13,0
389460,4840707,Dec-14,0
395999,4178429,May-14,1
397031,5001372,Feb-15,0
397031,3153204,Nov-13,0
397031,4822125,Dec-14,0
397031,4556738,Sep-14,0
397031,4450401,Aug-14,0
397031,5001465,Feb-15,0
397031,4559058,Sep-14,0
397031,4821271,Dec-14,0
397031,4194458,May-14,0
398276,4945070,Jan-15,1
398874,3135005,Nov-13,1
398874,3231591,Dec-13,1
398874,5155112,Apr-15,1
398874,5481905,Jun-15,1
398874,4265889,Jun-14,1
398874,5601132,Jul-15,1
398874,4479854,Aug-14,1
398874,5367539,Jun-15,1
398874,5301394,May-15,1
398874,4033518,Feb-14,1
400093,4315128,Jul-14,1
401524,3233895,Dec-13,1
401524,4784220,Nov-14,1
401524,4423427,Aug-14,1
408388,4637955,Oct-14,0
408971,5614921,Jul-15,0
408971,5635778,Jul-15,0
408971,3117958,Nov-13,0
408971,3232347,Dec-13,0
408971,5695735,Aug-15,0
408971,3221897,Dec-13,0
408971,3114285,Nov-13,0
408971,4886899,Dec-14,0
408971,5615361,Jul-15,0
408971,5537099,Jul-15,0
408971,5320840,May-15,0
408971,5110447,Mar-15,0
408971,4997570,Feb-15,0
408971,4731043,Nov-14,0
408971,3966785,Jan-14,0
408971,5149072,Mar-15,0
408971,4838937,Dec-14,0
408971,5189309,Apr-15,0
408971,5419877,Jun-15,0
408971,5259416,May-15,0
408971,5067281,Mar-15,0
408971,4127579,Apr-14,0
408971,4107779,Apr-14,0
408971,5741589,Aug-15,0
408971,4156869,May-14,0
408971,5721375,Aug-15,0
408971,4580606,Sep-14,0
408971,5745945,Aug-15,0
408971,4403122,Jul-14,0
408971,5310665,May-15,0
408971,4523669,Sep-14,1
408971,4335619,Jul-14,0
408971,4655048,Oct-14,0
408971,5768916,Aug-15,0
408971,5695768,Aug-15,0
411128,4320154,Jul-14,1
411128,5364316,Jun-15,1
411128,5348946,May-15,1
417627,3212699,Dec-13,0
424263,4705164,Nov-14,1
427995,5669932,Aug-15,1
427995,4228972,Jun-14,1
428419,4882260,Dec-14,0
429312,3139123,Nov-13,0
430466,4022581,Feb-14,1
435945,5697070,Aug-15,1
435945,5628681,Jul-15,1
435945,4304149,Jul-14,1
437702,4026504,Feb-14,1
437702,4026504,Feb-14,1
438240,4929398,Jan-15,1
438713,5239158,Apr-15,0
442061,3190156,Dec-13,1
442061,5169401,Apr-15,1
443832,4052217,Mar-14,0
445049,2983934,Sep-13,1
445049,4964090,Jan-15,0
445874,4895002,Dec-14,1
445900,5493442,Jul-15,1
448840,5153601,Apr-15,0
448840,4611143,Oct-14,0
448840,4419911,Aug-14,0
452731,2986808,Sep-13,0
452731,3229842,Dec-13,1
452731,4396649,Jul-14,1
452731,4121087,Apr-14,0
452731,4641008,Oct-14,1
452731,4869903,Dec-14,1
452731,3979956,Jan-14,1
452731,4875163,Dec-14,1
452731,4895002,Dec-14,1
452731,4538452,Sep-14,1
456727,3160447,Nov-13,0
457215,5356165,May-15,0
457215,4369337,Jul-14,0
457215,5550318,Jul-15,0
457215,5278673,May-15,0
460660,4030986,Feb-14,1
469745,3204355,Dec-13,0
469745,3145980,Nov-13,1
469745,3186442,Dec-13,1
469745,4101605,Apr-14,0
469745,5543558,Jul-15,0
469745,4348509,Jul-14,1
469745,4423933,Aug-14,0
469745,4875250,Dec-14,1
469745,4490618,Aug-14,1
469745,4649218,Oct-14,1
471113,4831817,Dec-14,0
473462,4981023,Feb-15,0
473462,5355936,May-15,0
473462,2998002,Sep-13,0
473462,4940794,Jan-15,0
473462,3128084,Nov-13,0
473462,3021528,Sep-13,0
473462,2974917,Sep-13,0
473462,3052358,Oct-13,1
473462,3202328,Dec-13,0
473462,4920622,Jan-15,0
473462,2975175,Sep-13,0
473462,3969429,Jan-14,0
473462,5738956,Aug-15,0
473462,5313746,May-15,0
473462,4894230,Dec-14,0
473462,4664703,Oct-14,0
473462,4908119,Jan-15,0
473462,4942078,Jan-15,0
473462,4291819,Jun-14,0
473462,5598036,Jul-15,0
473462,4551498,Sep-14,0
473462,4074575,Mar-14,0
473462,4828246,Dec-14,0
473462,4411870,Jul-14,0
473462,4180636,May-14,0
473462,4003946,Jan-14,0
473462,4693636,Nov-14,0
473462,4045305,Mar-14,0
473462,4303256,Jul-14,0
473462,5271188,May-15,0
473462,4667405,Oct-14,0
473462,4534523,Sep-14,0
473462,4417343,Aug-14,0
473462,4130447,Apr-14,0
473462,4658579,Oct-14,0
477334,5254149,May-15,1
477605,4392747,Jul-14,1
479159,3178863,Dec-13,0
479159,4180157,May-14,1
479159,5569608,Jul-15,1
479159,4338652,Jul-14,1
479541,5477489,Jun-15,0
479541,4085813,Apr-14,0
481718,3039485,Oct-13,1
481718,5575079,Jul-15,1
484466,5534277,Jul-15,0
484466,4895002,Dec-14,1
486542,4790194,Dec-14,0
486542,3996335,Jan-14,0
486644,4639764,Oct-14,1
489455,4862285,Dec-14,0
489696,4512893,Sep-14,0
492292,3107479,Nov-13,1
492292,4763893,Nov-14,1
492292,4827992,Dec-14,1
492292,4691372,Nov-14,1
492668,5018378,Feb-15,1
492668,4992899,Feb-15,1
493492,3165048,Nov-13,1
493492,3165049,Nov-13,1
494158,3239152,Dec-13,1
494995,3100697,Nov-13,0
494995,3089813,Oct-13,0
494995,3985116,Jan-14,0
494995,5547630,Jul-15,0
494995,5272333,May-15,0
494995,4835606,Dec-14,0
494995,5241141,Apr-15,1
495038,4409183,Jul-14,0
498013,4461451,Aug-14,0
498013,4141911,May-14,0
498013,5404283,Jun-15,0
498013,4313424,Jul-14,0
498471,4636441,Oct-14,1
498471,5589815,Jul-15,1
498471,5589817,Jul-15,1
498665,3163822,Nov-13,1
503978,4428708,Aug-14,0
503978,4428708,Aug-14,0
506739,4834861,Dec-14,0
506739,4617212,Oct-14,0
507954,3214530,Dec-13,0
507954,3223406,Dec-13,0
508988,3181429,Dec-13,0
508988,3218766,Dec-13,0
508988,4768305,Nov-14,0
508988,4367372,Jul-14,1
508988,4085662,Apr-14,1
508988,5362561,Jun-15,1
508988,4463803,Aug-14,1
511373,5424543,Jun-15,0
511507,4895002,Dec-14,1
511821,3135753,Nov-13,1
511821,3050702,Oct-13,0
511821,3011338,Sep-13,1
511821,3166848,Nov-13,0
511821,3033012,Sep-13,1
511821,4085662,Apr-14,1
511821,5340880,May-15,0
511821,4826851,Dec-14,1
511821,4397785,Jul-14,1
511821,4051157,Mar-14,1
511821,4844197,Dec-14,1
511821,4080783,Apr-14,1
511821,4454123,Aug-14,0
511821,4097190,Apr-14,0
511821,4173960,May-14,0
511821,4497968,Aug-14,1
511821,4492455,Aug-14,0
511821,4097192,Apr-14,0
511821,4340811,Jul-14,1
511821,4561121,Sep-14,1
511821,4019405,Feb-14,0
511821,3997084,Jan-14,1
511821,4617815,Oct-14,0
511821,4617816,Oct-14,0
511821,4617817,Oct-14,0
511821,4033965,Feb-14,1
511821,3976456,Jan-14,0
518361,5457432,Jun-15,0
520484,4403363,Jul-14,1
520495,5200507,Apr-15,0
520495,4419154,Aug-14,0
520495,5118114,Mar-15,0
520495,5200507,Apr-15,0
520495,5118114,Mar-15,0
520495,4419154,Aug-14,0
522254,3239152,Dec-13,1
525286,3233264,Dec-13,1
525286,3218463,Dec-13,1
525286,3184363,Dec-13,0
525286,3184330,Dec-13,1
525286,3238420,Dec-13,0
525286,3194059,Dec-13,0
525286,3199947,Dec-13,1
525286,3217554,Dec-13,0
525286,3184318,Dec-13,1
525286,3239998,Dec-13,0
525286,3244907,Dec-13,1
525286,3193657,Dec-13,1
525286,3219854,Dec-13,1
525286,3200180,Dec-13,1
525286,3183863,Dec-13,1
525286,5638616,Jul-15,1
525286,4196988,May-14,0
525286,4308439,Jul-14,0
525286,4303041,Jul-14,1
525286,4308658,Jul-14,1
525286,4261052,Jun-14,1
525286,5638580,Jul-15,1
525286,4026203,Feb-14,0
525286,5480824,Jun-15,1
525286,4199122,May-14,1
525286,5661645,Aug-15,1
525286,4240374,Jun-14,0
525286,5628880,Jul-15,1
525286,3970351,Jan-14,1
525286,5658246,Aug-15,1
525286,4018171,Feb-14,0
525286,4104126,Apr-14,1
525286,4197957,May-14,0
525286,4103622,Apr-14,1
525286,4306942,Jul-14,0
525286,5352113,May-15,1
525286,5550464,Jul-15,1
525286,4206149,Apr-14,0
525286,3981568,Jan-14,1
525286,5466267,Jun-15,1
525286,4205541,Apr-14,1
525286,4309177,Jul-14,1
525286,4305301,Jul-14,0
525286,4303013,Jul-14,1
525286,5626423,Jul-15,0
525286,4026219,Feb-14,0
525286,5662278,Aug-15,1
525286,4102859,Apr-14,0
525286,4198373,May-14,0
525286,4239380,Jun-14,1
525286,3977704,Jan-14,0
525286,4205671,Apr-14,1
525286,4205807,Apr-14,1
525286,4126329,Apr-14,1
525286,5674075,Aug-15,0
525286,4937119,Jan-15,1
525286,4131679,Apr-14,1
525286,5669602,Aug-15,1
525286,4104048,Apr-14,0
525286,5510941,Jul-15,1
525286,4107097,Apr-14,0
525286,4107099,Apr-14,0
525286,4144140,May-14,0
525286,4279988,Jun-14,1
525286,5610837,Jul-15,1
525286,5512722,Jul-15,1
525286,4241093,Jun-14,1
525286,4107483,Apr-14,1
525286,4198525,May-14,1
525286,4014542,Feb-14,1
525286,4201146,May-14,1
525286,4197892,May-14,1
525286,4103271,Apr-14,1
525286,5382827,Jun-15,1
525286,4198400,May-14,0
525286,4208950,Apr-14,0
525286,5663592,Aug-15,1
525286,4197002,May-14,1
525286,4198041,May-14,1
